#! FIELDS time rho theta phi
#! SET min_theta 0.
#! SET max_theta pi
#! SET min_phi -pi
#! SET max_phi pi
 0.000000 0.451732 1.772350 -2.126104
 1.000000 0.419780 1.788050 -2.147097
 2.000000 0.372569 1.710307 -2.152378
 3.000000 0.393447 1.699518 -2.137354
 4.000000 0.367378 1.727361 -2.114096
 5.000000 0.366553 1.741693 -2.133631
 6.000000 0.373588 1.757858 -2.190739
 7.000000 0.419392 1.785303 -2.237910
 8.000000 0.390260 1.864129 -2.227158
 9.000000 0.382323 1.813429 -2.254785
 10.000000 0.391957 1.714933 -2.213568
 11.000000 0.390667 1.678889 -2.119046
 12.000000 0.393412 1.750485 -2.164987
 13.000000 0.361551 1.601594 -2.148148
 14.000000 0.294162 1.621521 -2.169488
 15.000000 0.358567 1.601512 -2.084756
 16.000000 0.377140 1.726639 -2.025296
 17.000000 0.355719 1.626369 -2.201276
 18.000000 0.351758 1.507630 -2.122617
 19.000000 0.380101 1.589895 -2.137233
 20.000000 0.319722 1.653579 -2.211939
 21.000000 0.325959 1.682264 -2.263125
 22.000000 0.319378 1.595233 -2.264618
 23.000000 0.308889 1.542319 -2.194444
 24.000000 0.305754 1.639070 -2.157250
 25.000000 0.350201 1.605305 -2.196635
 26.000000 0.375904 1.549903 -2.176241
 27.000000 0.359423 1.645559 -2.125479
 28.000000 0.388931 1.683026 -2.191974
 29.000000 0.390090 1.698728 -2.076461
 30.000000 0.339693 1.638037 -2.166307
 31.000000 0.380354 1.663843 -2.063645
 32.000000 0.348501 1.561632 -2.119987
 33.000000 0.317699 1.641999 -2.234820
 34.000000 0.334948 1.636140 -2.129281
 35.000000 0.303459 1.544442 -2.178053
 36.000000 0.301032 1.667247 -2.133480
 37.000000 0.246365 1.656295 -2.148489
 38.000000 0.267901 1.723648 -2.116055
 39.000000 0.252679 1.726372 -2.051693
 40.000000 0.322304 1.713097 -2.136620
 41.000000 0.313767 1.760536 -2.248295
 42.000000 0.296909 1.924989 -2.247280
 43.000000 0.302973 1.894113 -2.179987
 44.000000 0.280419 1.740524 -2.153932
 45.000000 0.274111 1.627454 -2.157917
 46.000000 0.308337 1.587784 -2.155816
 47.000000 0.288518 1.709329 -2.281918
 48.000000 0.303121 1.708238 -2.271985
 49.000000 0.318249 1.811556 -2.262434
 50.000000 0.310755 1.849160 -2.317702
 51.000000 0.311854 1.876272 -2.310731
 52.000000 0.310549 1.663361 -2.234524
 53.000000 0.340663 1.622317 -2.243631
 54.000000 0.347863 1.814021 -2.240109
 55.000000 0.328565 1.744638 -2.117366
 56.000000 0.293761 1.675838 -2.199716
 57.000000 0.302913 1.794039 -2.156060
 58.000000 0.287180 1.804203 -2.163131
 59.000000 0.254702 1.729887 -2.139968
 60.000000 0.299773 1.803769 -2.162899
 61.000000 0.276259 1.698027 -2.167323
 62.000000 0.297955 1.862234 -2.237216
 63.000000 0.320766 1.719190 -2.282403
 64.000000 0.268504 1.741298 -2.082013
 65.000000 0.288185 1.761282 -2.160231
 66.000000 0.307653 1.687243 -2.202847
 67.000000 0.288694 1.801934 -2.253209
 68.000000 0.269843 1.671065 -2.147535
 69.000000 0.279239 1.737899 -2.289737
 70.000000 0.277215 1.703937 -2.161680
 71.000000 0.298284 1.733656 -2.182190
 72.000000 0.272617 1.866551 -2.217332
 73.000000 0.295942 1.858403 -2.179291
 74.000000 0.286399 1.649643 -2.238947
 75.000000 0.288994 1.621345 -2.182152
 76.000000 0.295119 1.652887 -2.097606
 77.000000 0.298504 1.700840 -2.039474
 78.000000 0.281550 1.580634 -2.095637
 79.000000 0.240460 1.538829 -2.068200
 80.000000 0.283321 1.571223 -2.105640
 81.000000 0.259762 1.560643 -2.020559
 82.000000 0.244623 1.562559 -2.139605
 83.000000 0.214023 1.575716 -2.158724
 84.000000 0.237407 1.505812 -2.139608
 85.000000 0.257567 1.577883 -2.148366
 86.000000 0.253096 1.688005 -2.141165
 87.000000 0.276894 1.641712 -2.140731
 88.000000 0.239263 1.515221 -2.197135
 89.000000 0.229154 1.634109 -2.171912
 90.000000 0.264806 1.512243 -2.377336
 91.000000 0.282548 1.650784 -2.234114
 92.000000 0.262570 1.546683 -2.065325
 93.000000 0.285528 1.618694 -2.193462
 94.000000 0.248860 1.509886 -2.129682
 95.000000 0.288744 1.609664 -2.146114
 96.000000 0.248962 1.528682 -2.292965
 97.000000 0.266667 1.560947 -2.187924
 98.000000 0.253709 1.621839 -2.180856
 99.000000 0.275698 1.585573 -2.109272
 100.000000 0.259948 1.678666 -2.205582
 101.000000 0.258034 1.461650 -2.349984
 102.000000 0.284647 1.610711 -2.235703
 103.000000 0.263552 1.536664 -2.240951
 104.000000 0.262440 1.723606 -2.282629
 105.000000 0.265803 1.637099 -2.270965
 106.000000 0.270884 1.633113 -2.274489
 107.000000 0.294572 1.645933 -2.216911
 108.000000 0.288056 1.721419 -2.371926
 109.000000 0.282129 1.738074 -2.361696
 110.000000 0.291933 1.606692 -2.354080
 111.000000 0.291755 1.582246 -2.394307
 112.000000 0.301673 1.674478 -2.266648
 113.000000 0.276533 1.566439 -2.275963
 114.000000 0.262489 1.605894 -2.238036
 115.000000 0.279131 1.500682 -2.283724
 116.000000 0.233722 1.575764 -2.310057
 117.000000 0.210284 1.564768 -2.179980
 118.000000 0.208737 1.468116 -2.307562
 119.000000 0.238441 1.624055 -2.270658
 120.000000 0.228468 1.670627 -2.386098
 121.000000 0.204192 1.481313 -2.306723
 122.000000 0.225276 1.643570 -2.370704
 123.000000 0.263214 1.747393 -2.290355
 124.000000 0.194889 1.711973 -2.179346
 125.000000 0.188516 1.627400 -2.366204
 126.000000 0.202499 1.672206 -2.312960
 127.000000 0.256895 1.658542 -2.322094
 128.000000 0.198389 1.557554 -2.183952
 129.000000 0.211529 1.687081 -2.268730
 130.000000 0.235323 1.688332 -2.203501
 131.000000 0.252198 1.716566 -2.270575
 132.000000 0.236740 1.670816 -2.123835
 133.000000 0.205608 1.655436 -2.240294
 134.000000 0.238694 1.743566 -2.302792
 135.000000 0.243765 1.707321 -2.241336
 136.000000 0.250891 1.803079 -2.131582
 137.000000 0.243730 1.806229 -2.237815
 138.000000 0.241573 1.760943 -2.196364
 139.000000 0.251525 1.745457 -2.161564
 140.000000 0.255843 1.748948 -2.349173
 141.000000 0.207853 1.772223 -2.221788
 142.000000 0.237794 1.781047 -2.233128
 143.000000 0.226120 1.808421 -2.257869
 144.000000 0.217958 1.816983 -2.211343
 145.000000 0.197050 1.781443 -2.158811
 146.000000 0.190238 1.686836 -2.259054
 147.000000 0.205305 1.634625 -2.134892
 148.000000 0.198969 1.628767 -2.204158
 149.000000 0.208123 1.693608 -2.332250
 150.000000 0.262057 1.746374 -2.248237
 151.000000 0.230293 1.804043 -2.266604
 152.000000 0.234013 1.611968 -2.245569
 153.000000 0.237890 1.742044 -2.251968
 154.000000 0.243072 1.670057 -2.237934
 155.000000 0.277941 1.786911 -2.323941
 156.000000 0.223487 1.566858 -2.281684
 157.000000 0.250069 1.743084 -2.178558
 158.000000 0.255140 1.652436 -2.374334
 159.000000 0.195720 1.727366 -2.354245
 160.000000 0.232744 1.671619 -2.396438
 161.000000 0.247675 1.724622 -2.344553
 162.000000 0.262457 1.759985 -2.272535
 163.000000 0.241709 1.800525 -2.372437
 164.000000 0.250575 1.703761 -2.277960
 165.000000 0.230793 1.687538 -2.235876
 166.000000 0.244240 1.686154 -2.305151
 167.000000 0.230506 1.540222 -2.391307
 168.000000 0.243316 1.657531 -2.292049
 169.000000 0.230505 1.698499 -2.322585
 170.000000 0.221209 1.757836 -2.206554
 171.000000 0.248739 1.588939 -2.244227
 172.000000 0.220928 1.762200 -2.259601
 173.000000 0.252239 1.735580 -2.460973
 174.000000 0.224542 1.733486 -2.111270
 175.000000 0.263373 1.743845 -2.334996
 176.000000 0.268438 1.776017 -2.200155
 177.000000 0.238208 1.618787 -2.301847
 178.000000 0.232449 1.630520 -2.278497
 179.000000 0.227001 1.567205 -2.261991
 180.000000 0.246691 1.680311 -2.399944
 181.000000 0.247326 1.656618 -2.298217
 182.000000 0.270343 1.742251 -2.350905
 183.000000 0.268255 1.654559 -2.274321
 184.000000 0.266538 1.652735 -2.207534
 185.000000 0.246052 1.629673 -2.258204
 186.000000 0.236305 1.652696 -2.281729
 187.000000 0.263811 1.734032 -2.371976
 188.000000 0.271649 1.650556 -2.352741
 189.000000 0.253105 1.650213 -2.318820
 190.000000 0.277909 1.563110 -2.284963
 191.000000 0.222154 1.546567 -2.347880
 192.000000 0.190651 1.472594 -2.314138
 193.000000 0.202741 1.483524 -2.197516
 194.000000 0.201713 1.388589 -2.324493
 195.000000 0.229639 1.550474 -2.280940
 196.000000 0.236087 1.562824 -2.370011
 197.000000 0.222823 1.567083 -2.408956
 198.000000 0.193852 1.573892 -2.232280
 199.000000 0.221272 1.505756 -2.290163
 200.000000 0.212224 1.384271 -2.297008
 201.000000 0.202782 1.534576 -2.311184
 202.000000 0.215853 1.534835 -2.439855
 203.000000 0.213142 1.527393 -2.465353
 204.000000 0.224482 1.579522 -2.331217
 205.000000 0.250156 1.524682 -2.215719
 206.000000 0.226664 1.487167 -2.342678
 207.000000 0.229141 1.437160 -2.276455
 208.000000 0.221904 1.408603 -2.222619
 209.000000 0.240996 1.571333 -2.335349
 210.000000 0.224601 1.623977 -2.297603
 211.000000 0.225454 1.607552 -2.296143
 212.000000 0.237430 1.487712 -2.298853
 213.000000 0.207579 1.625073 -2.336615
 214.000000 0.229285 1.598850 -2.359800
 215.000000 0.221629 1.476548 -2.355297
 216.000000 0.251421 1.656970 -2.327340
 217.000000 0.247811 1.689604 -2.375517
 218.000000 0.269207 1.660117 -2.425050
 219.000000 0.251584 1.645395 -2.315310
 220.000000 0.256484 1.628899 -2.264168
 221.000000 0.206351 1.635064 -2.253791
 222.000000 0.231963 1.579889 -2.282776
 223.000000 0.226186 1.659441 -2.344873
 224.000000 0.224087 1.553874 -2.282250
 225.000000 0.249507 1.692282 -2.315146
