#! FIELDS time rho theta phi
#! SET min_theta 0.
#! SET max_theta pi
#! SET min_phi -pi
#! SET max_phi pi
 0.000000 0.088858 1.394516 -1.685933
 1.000000 0.076618 1.395906 -1.971481
 2.000000 0.071647 1.299666 -1.739253
 3.000000 0.075155 1.227108 -1.869301
 4.000000 0.083630 1.494986 -1.700549
 5.000000 0.063665 1.542210 -2.057330
 6.000000 0.077869 1.425683 -1.775182
 7.000000 0.060664 1.735904 -1.734690
 8.000000 0.060667 0.892145 -2.024101
 9.000000 0.064590 1.367955 -2.166957
 10.000000 0.047348 1.135200 -1.735772
 11.000000 0.062837 1.108000 -1.877096
 12.000000 0.059848 1.360445 -1.719994
 13.000000 0.048322 1.134301 -1.584840
 14.000000 0.062145 1.071458 -1.963021
 15.000000 0.074036 0.857297 -1.668172
 16.000000 0.077410 1.264281 -1.681871
 17.000000 0.066671 1.005702 -1.555428
 18.000000 0.054265 1.367712 -1.601624
 19.000000 0.057481 1.521055 -2.560301
 20.000000 0.068232 1.610369 -1.644669
 21.000000 0.061092 1.215605 -1.764541
 22.000000 0.069692 1.316110 -1.745850
 23.000000 0.066813 1.300243 -1.842800
 24.000000 0.056014 1.148773 -1.821149
 25.000000 0.076360 1.329833 -1.925484
 26.000000 0.062448 1.137686 -1.876187
 27.000000 0.071535 1.276010 -1.576048
 28.000000 0.064995 1.244885 -2.200258
 29.000000 0.065123 1.117189 -1.926196
 30.000000 0.043150 1.079945 -1.402808
 31.000000 0.051745 1.087063 -1.539551
 32.000000 0.075215 1.296988 -2.097704
 33.000000 0.065300 1.308897 -2.119919
 34.000000 0.057972 1.221462 -1.769095
 35.000000 0.070910 1.521980 -2.176038
 36.000000 0.075694 1.264703 -1.797153
 37.000000 0.060736 1.108029 -1.642578
 38.000000 0.062000 1.291426 -1.365864
 39.000000 0.063221 1.123947 -2.129297
 40.000000 0.070063 1.266823 -1.926551
 41.000000 0.060410 1.008687 -1.995238
 42.000000 0.065823 0.856279 -1.771174
 43.000000 0.073073 1.167467 -1.896211
 44.000000 0.059282 1.443679 -2.092837
 45.000000 0.053420 1.387725 -2.442147
 46.000000 0.031489 0.933604 -2.608503
 47.000000 0.062470 1.575647 -2.734960
 48.000000 0.070592 1.864536 -2.531045
 49.000000 0.052581 1.438303 -2.630804
 50.000000 0.060382 1.550064 -2.308979
 51.000000 0.064525 1.724954 -2.382022
 52.000000 0.057419 1.458279 -2.232232
 53.000000 0.065581 1.925268 -1.951923
 54.000000 0.060614 1.626599 -2.221111
 55.000000 0.053353 1.887894 -2.356703
 56.000000 0.073769 1.464105 -2.247993
 57.000000 0.069604 1.761117 -2.294487
 58.000000 0.049904 1.321249 -2.261243
 59.000000 0.047341 1.591722 -2.198880
 60.000000 0.053640 1.770364 -2.185614
 61.000000 0.053795 1.430556 -2.060954
 62.000000 0.053931 1.838919 -2.469384
 63.000000 0.066908 1.484626 -2.405221
 64.000000 0.055596 1.756751 -2.367498
 65.000000 0.062918 1.360502 -1.845467
 66.000000 0.050960 1.600254 -2.003943
 67.000000 0.049948 1.341068 -2.008473
 68.000000 0.068363 1.362065 -1.995887
 69.000000 0.047685 1.542160 -1.852995
 70.000000 0.050867 1.221456 -1.816992
 71.000000 0.062874 1.011290 -1.837008
 72.000000 0.049903 2.020258 -2.290280
 73.000000 0.051701 1.604690 -1.611359
 74.000000 0.061094 1.380086 -1.653421
 75.000000 0.072517 1.508074 -2.006453
 76.000000 0.085069 1.264137 -2.049174
 77.000000 0.077436 1.207124 -1.851260
 78.000000 0.079070 1.243782 -1.676039
 79.000000 0.085256 1.325954 -1.894106
 80.000000 0.065922 1.456893 -1.912131
 81.000000 0.082134 1.329681 -1.996876
 82.000000 0.067712 1.187551 -2.046776
 83.000000 0.054925 1.168214 -2.041712
 84.000000 0.074923 1.486259 -1.799342
 85.000000 0.068679 1.557920 -1.602495
 86.000000 0.061870 1.224048 -1.838610
 87.000000 0.073123 1.354082 -1.695518
 88.000000 0.058741 1.183290 -2.258146
 89.000000 0.056587 1.242229 -2.153200
 90.000000 0.071046 1.160660 -1.955312
 91.000000 0.066328 1.038326 -1.750015
 92.000000 0.070126 0.735500 -1.852808
 93.000000 0.079261 1.239721 -1.956282
 94.000000 0.062726 1.650552 -1.734309
 95.000000 0.079165 1.290635 -2.268660
 96.000000 0.071665 1.428957 -2.247497
 97.000000 0.070094 1.128303 -1.994841
 98.000000 0.059664 1.028235 -1.772571
 99.000000 0.065663 1.314874 -2.144228
 100.000000 0.085962 1.113852 -1.758081
 101.000000 0.076356 0.887639 -1.851758
 102.000000 0.062598 1.279445 -2.046610
 103.000000 0.066401 1.504172 -2.193368
 104.000000 0.070078 1.601426 -2.448735
 105.000000 0.048159 1.539739 -2.367011
 106.000000 0.064461 1.778120 -2.236373
 107.000000 0.046426 1.123361 -2.525738
 108.000000 0.055440 1.720197 -2.726020
 109.000000 0.037809 1.577969 -2.064635
 110.000000 0.035907 1.627555 -2.166076
 111.000000 0.050559 1.642553 -2.177246
 112.000000 0.058408 1.652625 -2.510357
 113.000000 0.047596 1.594087 -2.349569
 114.000000 0.051626 1.356180 -2.366400
 115.000000 0.049998 1.469430 -2.908217
 116.000000 0.062750 1.788626 -2.795950
 117.000000 0.043352 1.599793 -2.527836
 118.000000 0.046698 1.198252 -2.965713
 119.000000 0.047443 1.450501 -2.100236
 120.000000 0.059830 1.781811 -2.566787
 121.000000 0.058449 1.392266 -2.500799
 122.000000 0.057377 1.627769 -2.475569
 123.000000 0.066846 1.430262 -2.416661
 124.000000 0.061546 1.597151 -2.681261
 125.000000 0.071775 1.481912 -2.502744
 126.000000 0.047144 1.496163 -2.459154
 127.000000 0.044613 1.541208 -2.668722
 128.000000 0.042523 0.986350 -2.663073
 129.000000 0.048254 1.146529 -2.916131
 130.000000 0.049931 1.160974 -2.479258
 131.000000 0.053786 1.206439 2.991657
 132.000000 0.048415 1.400420 -2.925176
 133.000000 0.048995 1.414550 -3.036691
 134.000000 0.049796 0.999151 2.929585
 135.000000 0.041924 1.470879 -2.002330
 136.000000 0.080236 1.533483 -2.599981
 137.000000 0.044209 0.955845 -2.753790
 138.000000 0.050182 0.591622 -3.039253
 139.000000 0.038241 0.930134 3.091730
 140.000000 0.042549 1.224454 -2.839196
 141.000000 0.040521 0.869279 -2.852067
 142.000000 0.059646 1.486017 -2.499293
 143.000000 0.055739 1.543806 -2.807395
 144.000000 0.067920 1.439846 -2.442469
 145.000000 0.074339 1.604940 -3.083945
 146.000000 0.087588 1.516952 -2.408239
 147.000000 0.054840 1.101534 -2.109892
 148.000000 0.062837 1.173426 -2.372633
 149.000000 0.071826 1.340936 -2.067539
 150.000000 0.087702 0.964375 -1.770946
 151.000000 0.064539 1.012365 -2.388611
 152.000000 0.049526 1.407149 -2.127306
 153.000000 0.066634 1.456752 -2.199687
 154.000000 0.061208 1.628427 -2.422116
 155.000000 0.058131 1.319811 -2.843771
 156.000000 0.031480 1.470596 -2.891434
 157.000000 0.053299 1.388764 -2.669308
 158.000000 0.043357 0.674311 -3.001808
 159.000000 0.053291 1.067615 -3.095287
 160.000000 0.050563 0.811006 2.878228
 161.000000 0.047003 0.950387 2.902964
 162.000000 0.050738 1.339984 -3.140105
 163.000000 0.041430 1.198107 3.102945
 164.000000 0.053913 1.100960 2.741076
 165.000000 0.077333 1.197887 -2.199310
 166.000000 0.051227 1.506254 -2.525236
 167.000000 0.073221 1.530616 -2.683543
 168.000000 0.063913 1.393945 -2.482157
 169.000000 0.088462 1.417278 -2.424635
 170.000000 0.061151 1.600365 -2.301851
 171.000000 0.093846 1.587340 -2.792465
 172.000000 0.081691 1.574328 -2.624381
 173.000000 0.075106 1.609002 -2.608946
 174.000000 0.076680 1.282018 -2.186180
 175.000000 0.058206 1.531872 -2.636088
 176.000000 0.055586 1.581411 -2.293009
 177.000000 0.051765 1.600099 -2.496273
 178.000000 0.053472 1.640725 -2.523189
 179.000000 0.055229 1.608021 -2.514299
 180.000000 0.064648 1.242783 -2.643425
 181.000000 0.074190 1.658106 -2.767364
 182.000000 0.039861 1.434371 -2.675472
 183.000000 0.038015 1.383513 -2.590175
 184.000000 0.062737 1.610986 -2.697726
 185.000000 0.055409 1.654587 -2.454775
 186.000000 0.061912 1.497112 -2.598180
 187.000000 0.069650 1.283593 -2.589890
 188.000000 0.053027 1.479943 -2.334647
 189.000000 0.043860 1.510521 -2.429144
 190.000000 0.062076 1.356884 -2.564731
 191.000000 0.051455 1.472395 -2.608235
 192.000000 0.073149 1.230436 -2.693464
 193.000000 0.066766 1.545065 -2.394069
