#! FIELDS time rho theta phi
#! SET min_theta 0.
#! SET max_theta pi
#! SET min_phi -pi
#! SET max_phi pi
 0.000000 0.164154 1.919033 -1.706442
 1.000000 0.149153 1.971303 -1.893323
 2.000000 0.153637 1.738927 -1.868326
 3.000000 0.184844 1.880414 -1.989558
 4.000000 0.150224 1.919777 -1.962367
 5.000000 0.205321 1.874765 -1.837603
 6.000000 0.195169 1.900924 -2.018376
 7.000000 0.193871 1.795885 -2.063221
 8.000000 0.180490 1.929397 -1.958237
 9.000000 0.226594 2.024555 -1.859836
 10.000000 0.180154 1.957710 -2.009792
 11.000000 0.213216 2.108599 -1.925706
 12.000000 0.212981 2.111721 -1.894758
 13.000000 0.196944 2.064811 -1.952194
 14.000000 0.217120 2.056620 -1.951821
 15.000000 0.196584 1.847214 -1.932398
 16.000000 0.216671 2.039744 -1.997256
 17.000000 0.214120 2.023451 -1.794360
 18.000000 0.163626 1.962284 -1.788860
 19.000000 0.177399 1.876806 -1.914736
 20.000000 0.199219 2.133363 -2.061327
 21.000000 0.208637 2.019950 -1.862120
 22.000000 0.198509 2.080238 -1.840562
 23.000000 0.192448 2.064050 -2.099837
 24.000000 0.220733 2.003581 -2.045444
 25.000000 0.207034 2.003580 -2.012235
 26.000000 0.194681 1.842441 -2.111367
 27.000000 0.208507 1.939037 -1.958363
 28.000000 0.207338 2.040848 -1.898617
 29.000000 0.225472 2.030560 -1.974276
 30.000000 0.182856 2.048673 -1.917096
 31.000000 0.221007 2.104918 -1.976228
 32.000000 0.183811 1.935475 -1.917587
 33.000000 0.144397 1.814975 -1.803308
 34.000000 0.165660 2.046135 -1.927196
 35.000000 0.178127 1.920918 -1.827768
 36.000000 0.197218 1.857577 -1.806282
 37.000000 0.196993 1.921055 -1.856852
 38.000000 0.204228 2.037315 -2.006906
 39.000000 0.192858 1.961256 -2.071589
 40.000000 0.200338 1.952865 -2.027808
 41.000000 0.195253 2.021224 -1.973933
 42.000000 0.198793 1.997872 -1.837476
 43.000000 0.208859 2.120943 -1.993894
 44.000000 0.201699 2.055565 -1.922586
 45.000000 0.181362 1.994929 -1.954691
 46.000000 0.207530 2.088560 -1.955889
 47.000000 0.194993 2.026163 -1.934880
 48.000000 0.237967 2.128889 -1.839850
 49.000000 0.222998 2.155699 -1.949085
 50.000000 0.207717 2.136272 -1.866704
 51.000000 0.232119 2.159738 -1.854740
 52.000000 0.224883 2.067717 -1.975613
 53.000000 0.216676 2.285011 -1.951664
 54.000000 0.209535 2.211378 -2.040425
 55.000000 0.213888 2.301604 -2.227773
 56.000000 0.192579 2.358360 -2.062771
 57.000000 0.215929 2.082437 -1.918351
 58.000000 0.207220 2.124498 -1.923825
 59.000000 0.182160 1.997384 -1.766799
 60.000000 0.172769 2.166245 -1.967002
 61.000000 0.199666 2.144508 -1.793004
 62.000000 0.217599 2.113905 -1.844641
 63.000000 0.201318 2.148421 -1.968547
