#! FIELDS time rho theta phi
#! SET min_theta 0.
#! SET max_theta pi
#! SET min_phi -pi
#! SET max_phi pi
 0.000000 0.888726 1.076912 -2.436733
 1.000000 0.941142 1.119503 -2.426346
 2.000000 0.921881 1.122837 -2.493517
 3.000000 0.855244 1.133938 -2.409442
 4.000000 0.847428 1.078966 -2.531851
 5.000000 0.914008 1.074112 -2.487588
 6.000000 0.914006 1.033252 -2.382747
 7.000000 0.935583 0.991600 -2.357637
 8.000000 0.944487 0.927341 -2.398668
 9.000000 0.988429 0.926186 -2.435273
 10.000000 0.956451 0.908798 -2.386345
 11.000000 0.948057 0.889977 -2.441490
 12.000000 1.012399 0.945798 -2.394794
 13.000000 0.974959 1.018670 -2.493622
 14.000000 1.003690 0.980371 -2.493344
 15.000000 0.961218 0.989019 -2.450497
 16.000000 1.004066 0.983822 -2.477425
 17.000000 0.979072 0.880049 -2.528917
 18.000000 0.873448 0.970858 -2.522898
 19.000000 0.833737 0.967679 -2.609745
 20.000000 0.919436 0.912333 -2.572184
 21.000000 0.964410 0.889941 -2.694385
 22.000000 0.877465 0.951185 -2.771081
 23.000000 0.877720 0.941785 -2.786219
 24.000000 0.878817 0.950091 -2.735259
 25.000000 0.862622 0.968519 -2.719531
 26.000000 0.867839 1.059638 -2.631658
 27.000000 0.860837 1.045587 -2.567352
 28.000000 0.929234 1.015072 -2.572701
 29.000000 0.909866 1.087360 -2.613832
 30.000000 0.910628 1.139095 -2.636779
 31.000000 0.865230 1.171192 -2.602587
 32.000000 0.906372 1.130076 -2.589372
 33.000000 0.855387 1.078497 -2.642321
 34.000000 0.849087 1.129368 -2.601744
 35.000000 0.849227 1.011096 -2.675225
 36.000000 0.803313 1.154852 -2.676288
 37.000000 0.832078 1.108575 -2.590402
 38.000000 0.840145 1.168617 -2.641623
 39.000000 0.799720 1.188631 -2.740349
 40.000000 0.741600 1.242304 -2.727779
 41.000000 0.723652 1.184565 -2.829135
 42.000000 0.684308 1.154242 -2.845645
 43.000000 0.680903 1.104161 -2.976664
 44.000000 0.745868 1.125844 -2.852530
 45.000000 0.689717 1.156366 -2.809406
 46.000000 0.695863 1.069270 -2.813379
 47.000000 0.701188 1.129453 -2.791848
 48.000000 0.711596 1.022735 -2.869894
 49.000000 0.710484 1.065496 -2.938328
 50.000000 0.680011 1.127211 -2.925981
 51.000000 0.727015 1.079730 -3.022444
 52.000000 0.746155 1.157750 -3.135976
 53.000000 0.799150 1.170274 3.124183
 54.000000 0.765852 1.180666 -3.039566
 55.000000 0.762653 1.038924 -3.140504
 56.000000 0.744332 1.107071 3.120004
 57.000000 0.751627 1.009117 -3.101918
 58.000000 0.771974 1.032969 -3.118358
 59.000000 0.772359 1.034880 -3.108886
 60.000000 0.785638 1.059653 3.092218
 61.000000 0.803974 0.987509 3.104842
 62.000000 0.797921 0.950105 -3.106709
 63.000000 0.827631 0.930081 -3.141588
 64.000000 0.796256 0.985093 3.068860
 65.000000 0.802052 0.927976 -3.069164
 66.000000 0.886506 0.864578 -2.939673
 67.000000 0.882407 0.826108 -2.978234
 68.000000 0.818930 0.771880 -2.983643
 69.000000 0.803659 0.817881 -2.983808
 70.000000 0.823157 0.865307 -2.910264
 71.000000 0.823648 0.888262 -2.857893
 72.000000 0.789542 0.954126 -2.814918
 73.000000 0.800576 1.003975 -2.807487
 74.000000 0.774538 0.942563 -2.852938
 75.000000 0.763077 0.966844 -2.907138
 76.000000 0.768379 0.964519 -2.825232
 77.000000 0.778120 0.943255 -2.909349
 78.000000 0.842555 0.886540 -2.879279
 79.000000 0.755899 0.956405 -2.796486
 80.000000 0.736447 0.945583 -2.869980
 81.000000 0.757905 0.874524 -2.915096
 82.000000 0.777605 0.957078 -2.950410
 83.000000 0.681951 1.027606 -2.801403
 84.000000 0.695121 1.039572 -2.823701
 85.000000 0.705705 1.022032 -2.939959
 86.000000 0.701387 1.046843 -2.802238
 87.000000 0.752074 1.077982 -2.972597
 88.000000 0.776996 0.941524 -2.931263
 89.000000 0.753244 0.922035 -2.819166
 90.000000 0.791372 0.908716 -2.792479
 91.000000 0.740320 0.983349 -2.791477
 92.000000 0.668449 0.993434 -2.848327
 93.000000 0.766523 1.014175 -2.803948
 94.000000 0.836171 1.006621 -2.814398
 95.000000 0.883722 1.030768 -2.703114
 96.000000 0.860295 1.063615 -2.680410
 97.000000 0.803972 0.984052 -2.889970
 98.000000 0.880514 0.892572 -2.778314
 99.000000 0.881162 0.854711 -2.793088
 100.000000 0.884648 0.837513 -2.748515
 101.000000 0.863159 0.874198 -2.634300
 102.000000 0.837400 0.894550 -2.704425
 103.000000 0.855840 0.971873 -2.697580
 104.000000 0.922752 0.908903 -2.682331
 105.000000 0.863007 0.936524 -2.585510
 106.000000 0.829448 1.014555 -2.649223
 107.000000 0.802800 1.006079 -2.624931
 108.000000 0.843262 0.939537 -2.533073
 109.000000 0.812465 0.897009 -2.564907
 110.000000 0.799886 0.975556 -2.604885
 111.000000 0.804042 1.030623 -2.585192
 112.000000 0.760244 1.045238 -2.678252
 113.000000 0.792461 1.030283 -2.728281
 114.000000 0.816188 0.904758 -2.788018
 115.000000 0.755777 0.828370 -2.749541
 116.000000 0.767273 0.766564 -2.701567
 117.000000 0.854927 0.727708 -2.585653
 118.000000 0.783657 0.731856 -2.612282
 119.000000 0.745502 0.938541 -2.745065
 120.000000 0.726355 0.968257 -2.714292
 121.000000 0.733409 0.891939 -2.830231
 122.000000 0.751720 0.826892 -2.807900
 123.000000 0.788351 0.774199 -2.897016
 124.000000 0.742425 0.764899 -2.852754
 125.000000 0.767617 0.753287 -2.871105
 126.000000 0.767953 0.759360 -2.988034
 127.000000 0.769935 0.776012 -3.052562
 128.000000 0.732254 0.782754 -2.876141
 129.000000 0.753051 0.807003 -2.972000
 130.000000 0.727688 0.774337 -2.966115
 131.000000 0.669858 0.733390 -3.001773
 132.000000 0.751850 0.720118 -3.058715
 133.000000 0.802053 0.672970 -3.079786
 134.000000 0.793010 0.736674 -3.061481
 135.000000 0.805223 0.741900 -3.065622
 136.000000 0.816402 0.718137 -3.048002
 137.000000 0.703283 0.748427 -2.995527
 138.000000 0.716991 0.740794 -3.026262
 139.000000 0.732556 0.702899 -2.973525
 140.000000 0.753880 0.673952 -3.087199
 141.000000 0.799784 0.632440 -3.009060
 142.000000 0.750750 0.666914 3.109540
 143.000000 0.798888 0.688148 -3.056078
 144.000000 0.825535 0.642637 -3.022189
 145.000000 0.865368 0.709069 -3.069158
 146.000000 0.791569 0.658684 -3.073238
 147.000000 0.786905 0.696544 3.139486
 148.000000 0.740034 0.760303 -3.016965
 149.000000 0.720644 0.804868 -2.946694
 150.000000 0.781008 0.852466 -2.752640
 151.000000 0.798641 0.748046 -2.708984
 152.000000 0.780076 0.755785 -2.944953
 153.000000 0.875532 0.700157 -2.903550
 154.000000 0.839547 0.707421 -3.002237
 155.000000 0.988722 0.656134 -2.966869
 156.000000 0.933545 0.609053 -3.069245
 157.000000 0.875617 0.594454 -2.855392
 158.000000 0.811445 0.750822 -2.837990
 159.000000 0.810251 0.686242 -2.908421
 160.000000 0.737774 0.749824 -2.824810
 161.000000 0.726869 0.741358 -2.999814
 162.000000 0.774889 0.768608 -3.015355
 163.000000 0.786100 0.719226 -3.010719
 164.000000 0.854361 0.785077 -2.920900
 165.000000 0.888128 0.838076 -3.039455
 166.000000 0.870735 0.804950 -3.053984
 167.000000 0.824891 0.810513 -3.108217
 168.000000 0.855429 0.773112 3.069883
 169.000000 0.843819 0.897110 3.115849
 170.000000 0.847964 0.862467 3.077591
 171.000000 0.788737 0.907343 3.077714
 172.000000 0.806923 0.856142 -3.097185
 173.000000 0.911757 0.823228 3.136091
 174.000000 0.919663 0.833697 -3.087790
 175.000000 0.986780 0.768437 -3.070903
 176.000000 0.905199 0.851654 3.116699
 177.000000 0.930784 0.808361 -3.133310
 178.000000 0.961229 0.851353 3.117972
 179.000000 1.090601 0.809655 -3.046315
 180.000000 1.117492 0.780228 -3.038091
 181.000000 1.174621 0.871724 -2.980243
 182.000000 1.302071 0.823583 -2.964802
 183.000000 1.308097 0.835549 -2.989560
 184.000000 1.365288 0.877151 -3.044049
 185.000000 1.384423 0.849558 -3.060752
