#! FIELDS time rho theta phi
#! SET min_theta 0.
#! SET max_theta pi
#! SET min_phi -pi
#! SET max_phi pi
 0.000000 1.134686 0.919167 2.499883
 1.000000 1.140853 0.865869 2.486270
 2.000000 1.097934 0.910594 2.377645
 3.000000 1.080034 0.924528 2.439238
 4.000000 1.119653 0.953041 2.436177
 5.000000 1.007132 0.955883 2.270565
 6.000000 1.055590 1.021538 2.238400
 7.000000 1.116473 0.983832 2.190774
 8.000000 1.082380 0.977660 2.246506
 9.000000 1.120147 0.988910 2.198228
 10.000000 1.101187 0.989078 2.154443
 11.000000 1.120583 0.917033 2.073239
 12.000000 1.141087 0.960648 2.063740
 13.000000 1.148507 0.957373 2.061368
 14.000000 1.113611 0.986830 2.079516
 15.000000 1.085294 0.951895 2.146033
 16.000000 1.121057 0.933134 2.168948
 17.000000 1.070245 0.966142 2.134016
 18.000000 1.019230 0.946335 2.199560
 19.000000 1.057641 0.996461 2.148911
 20.000000 1.110740 1.028755 2.124373
 21.000000 1.095593 1.046757 2.071602
 22.000000 1.055850 1.016701 2.129463
 23.000000 1.110579 0.973234 2.149605
 24.000000 1.068223 1.036697 2.219714
 25.000000 1.072983 1.029316 2.110230
 26.000000 1.022750 1.055162 2.082207
 27.000000 1.032218 1.020875 2.172339
 28.000000 1.051883 0.974974 2.104437
 29.000000 1.080547 0.992216 2.053676
 30.000000 1.155743 0.904152 1.973226
 31.000000 1.106319 0.883147 1.950999
 32.000000 1.126076 0.883795 1.914987
 33.000000 1.085320 0.900779 2.018313
 34.000000 1.074548 0.957214 1.868602
 35.000000 1.058775 0.839260 1.888816
 36.000000 0.972388 0.786506 1.891128
 37.000000 1.118647 0.720351 1.958409
 38.000000 1.065790 0.695642 1.897946
 39.000000 1.002151 0.660388 2.018379
 40.000000 0.995636 0.684579 2.056844
 41.000000 0.985729 0.656680 2.032402
 42.000000 1.008300 0.691205 2.068595
 43.000000 1.068487 0.716825 2.011384
 44.000000 1.046928 0.640643 1.943241
 45.000000 1.000160 0.648218 2.016609
 46.000000 0.964128 0.750621 1.746811
 47.000000 0.880771 0.819057 1.891001
 48.000000 0.907440 0.721612 1.816074
 49.000000 0.968908 0.688402 1.752692
 50.000000 0.826593 0.714233 1.941888
 51.000000 0.843342 0.784096 1.838952
 52.000000 0.853416 0.803498 1.888037
 53.000000 0.835347 0.855674 1.833447
 54.000000 0.825235 0.808068 1.813046
 55.000000 0.895277 0.724245 1.796439
 56.000000 0.886461 0.733239 1.902280
 57.000000 0.958826 0.745241 1.737139
 58.000000 0.966610 0.757348 1.701815
 59.000000 0.833574 0.862397 1.811710
 60.000000 0.905336 0.731119 1.858876
 61.000000 0.883898 0.705518 1.803348
 62.000000 0.938826 0.847888 1.669773
 63.000000 0.957193 0.780492 1.625070
 64.000000 0.969612 0.786021 1.785386
 65.000000 0.956578 0.745447 1.801242
 66.000000 0.882317 0.771400 1.796578
 67.000000 0.978824 0.760237 1.752078
 68.000000 0.904699 0.845848 1.719636
 69.000000 0.846972 0.822424 1.674565
 70.000000 0.894864 0.843173 1.686631
 71.000000 0.856444 0.843364 1.759469
 72.000000 0.837229 0.850631 1.724999
 73.000000 0.866105 0.781096 1.692497
 74.000000 0.836309 0.849688 1.789368
 75.000000 0.815950 0.767437 1.759046
 76.000000 0.855269 0.671485 1.821422
 77.000000 0.929210 0.657261 1.725121
 78.000000 0.942308 0.614827 1.679276
 79.000000 0.934283 0.681821 1.837092
 80.000000 0.943715 0.672470 1.757251
 81.000000 0.902278 0.654336 1.754421
 82.000000 0.908227 0.624383 1.741198
 83.000000 0.920548 0.635787 1.715502
 84.000000 0.925669 0.684322 1.633004
 85.000000 0.864478 0.728137 1.718134
 86.000000 0.882903 0.705539 1.743162
 87.000000 0.912103 0.751884 1.574039
 88.000000 1.030425 0.771933 1.552515
 89.000000 1.069458 0.802754 1.553055
 90.000000 1.073264 0.811405 1.562902
 91.000000 1.113632 0.870886 1.546326
 92.000000 1.073699 0.902714 1.570285
 93.000000 1.091545 0.890272 1.591343
 94.000000 1.081616 0.925073 1.680738
 95.000000 1.051111 0.976239 1.640547
 96.000000 1.114636 0.978305 1.624392
 97.000000 1.087803 0.944059 1.517796
 98.000000 1.165019 0.916107 1.527111
 99.000000 1.119103 0.865130 1.517446
 100.000000 1.133843 0.907554 1.515220
 101.000000 1.059304 0.955079 1.451929
 102.000000 1.114612 0.938086 1.560939
 103.000000 1.093224 0.962324 1.573163
 104.000000 1.091677 0.914300 1.482732
 105.000000 1.133884 0.987506 1.546452
 106.000000 1.190709 1.036423 1.597696
 107.000000 1.115797 0.988478 1.566978
 108.000000 1.151868 1.040814 1.574105
 109.000000 1.132400 1.089408 1.582818
 110.000000 1.131541 1.122596 1.538066
 111.000000 1.146852 1.067519 1.575934
 112.000000 1.092921 1.057885 1.620921
 113.000000 1.066630 1.049643 1.558423
 114.000000 1.108385 1.028485 1.539998
 115.000000 1.143100 0.980107 1.494714
 116.000000 1.159372 1.043123 1.483651
 117.000000 1.127219 1.030288 1.442425
 118.000000 1.168007 0.905923 1.461610
 119.000000 1.172145 1.017802 1.422448
 120.000000 1.150872 0.956139 1.507070
 121.000000 1.146093 1.041952 1.430403
 122.000000 1.090720 0.999072 1.502571
 123.000000 1.103604 1.046278 1.530281
 124.000000 1.105757 1.132202 1.510958
 125.000000 1.131256 1.179847 1.519587
 126.000000 1.177204 1.148473 1.522019
 127.000000 1.151058 1.141081 1.482554
 128.000000 1.146801 1.120941 1.515859
 129.000000 1.115055 1.123332 1.520418
 130.000000 1.125393 1.095458 1.581047
 131.000000 1.164032 1.159730 1.552830
 132.000000 1.090576 1.115692 1.605177
 133.000000 1.165226 1.086639 1.494416
 134.000000 1.109854 1.066968 1.559571
 135.000000 1.081231 1.104395 1.485838
 136.000000 1.113550 1.136896 1.571997
 137.000000 1.119864 1.214035 1.535765
 138.000000 1.135687 1.243611 1.536528
 139.000000 1.142082 1.209433 1.570856
 140.000000 1.106411 1.209301 1.574278
 141.000000 1.130862 1.227633 1.619917
 142.000000 1.089040 1.213869 1.588630
 143.000000 1.081472 1.183406 1.615188
 144.000000 1.062525 1.117291 1.561948
 145.000000 1.102192 1.112829 1.497432
 146.000000 1.115887 1.094215 1.489219
 147.000000 1.076576 1.164335 1.522780
 148.000000 1.118266 1.192340 1.540131
 149.000000 1.123467 1.213612 1.534971
 150.000000 1.050781 1.198671 1.498587
 151.000000 1.046846 1.226379 1.534391
 152.000000 1.000014 1.258154 1.571159
 153.000000 0.961886 1.251278 1.605299
 154.000000 1.045301 1.268117 1.576281
 155.000000 1.030652 1.232357 1.598436
 156.000000 1.045987 1.346295 1.553633
 157.000000 1.039852 1.345476 1.509050
 158.000000 0.986713 1.383007 1.533701
 159.000000 1.021175 1.435858 1.617604
 160.000000 0.958663 1.427694 1.623082
 161.000000 0.960708 1.475131 1.587264
 162.000000 0.989051 1.396332 1.671984
 163.000000 0.938080 1.385557 1.626831
 164.000000 0.941366 1.398517 1.646921
 165.000000 0.964579 1.458307 1.694599
 166.000000 0.986915 1.500718 1.705250
 167.000000 1.018180 1.440623 1.663849
 168.000000 1.083067 1.432589 1.683104
 169.000000 1.073247 1.441703 1.767551
 170.000000 1.010107 1.352508 1.847485
 171.000000 1.075994 1.387167 1.892659
 172.000000 0.970177 1.355303 1.940630
 173.000000 1.022375 1.428083 1.887835
 174.000000 0.953242 1.359111 1.946315
 175.000000 0.957698 1.438968 1.995627
 176.000000 1.016670 1.360878 1.898989
 177.000000 0.994732 1.405611 1.891164
 178.000000 1.030205 1.370982 1.897388
 179.000000 0.958315 1.393644 2.014102
 180.000000 0.931886 1.361132 1.980068
 181.000000 0.996088 1.357359 2.005223
 182.000000 0.924169 1.340615 2.093184
 183.000000 0.909045 1.366941 2.098988
 184.000000 0.941805 1.357122 1.962587
 185.000000 1.004924 1.383650 1.920975
 186.000000 0.890571 1.292882 2.083107
 187.000000 0.988235 1.239159 2.045121
 188.000000 0.907652 1.207786 2.024662
 189.000000 0.915347 1.221205 2.018901
 190.000000 0.948237 1.240342 2.005641
 191.000000 0.993496 1.207432 1.888442
 192.000000 0.990860 1.221275 1.914499
 193.000000 0.943870 1.139493 1.920360
 194.000000 1.014837 1.160143 1.884512
 195.000000 1.007632 1.190032 1.939345
 196.000000 1.081996 1.192805 2.051760
 197.000000 1.141778 1.231794 2.009394
 198.000000 1.079969 1.169191 2.026024
 199.000000 0.932327 1.185029 1.937207
 200.000000 0.871775 1.188830 1.958932
 201.000000 0.918842 1.197006 1.971342
 202.000000 0.934228 1.140026 2.070611
 203.000000 0.945235 1.268264 2.114930
 204.000000 0.857540 1.286274 2.127822
 205.000000 0.879223 1.205174 2.120618
 206.000000 0.813799 1.164090 2.085842
 207.000000 0.788879 1.134382 2.106494
 208.000000 0.786316 1.216526 2.220084
 209.000000 0.773943 1.192403 2.242907
 210.000000 0.753088 1.182882 2.221708
 211.000000 0.803364 1.097955 2.154713
 212.000000 0.729003 1.239890 2.231488
 213.000000 0.762543 1.308425 2.183133
 214.000000 0.744731 1.252784 2.228203
 215.000000 0.791427 1.207594 2.143230
 216.000000 0.747147 1.156459 2.223882
 217.000000 0.717994 1.149211 2.385059
 218.000000 0.760003 1.219346 2.321376
 219.000000 0.745722 1.107393 2.373253
 220.000000 0.732138 1.229561 2.371068
 221.000000 0.766522 1.165204 2.255664
 222.000000 0.787499 1.117289 2.236852
 223.000000 0.818290 1.008309 2.158844
 224.000000 0.881040 1.127089 2.204653
 225.000000 0.815806 1.143245 2.200277
 226.000000 0.791220 1.146913 2.127759
 227.000000 0.799663 1.194444 2.225252
 228.000000 0.806790 1.225352 2.334526
 229.000000 0.765685 1.139833 2.388938
 230.000000 0.841875 1.095070 2.421139
 231.000000 0.822863 1.078570 2.348370
 232.000000 0.817263 1.054950 2.295210
 233.000000 0.877534 1.055681 2.339025
 234.000000 0.825716 1.114552 2.331653
 235.000000 0.777191 1.225213 2.331408
 236.000000 0.762599 1.301847 2.203912
 237.000000 0.779735 1.378399 2.199840
 238.000000 0.781761 1.391309 2.248274
 239.000000 0.807220 1.483415 2.226758
 240.000000 0.856047 1.521937 2.276539
 241.000000 0.771657 1.542182 2.257390
 242.000000 0.769268 1.522673 2.210611
 243.000000 0.699129 1.513759 2.361123
 244.000000 0.695667 1.540440 2.401309
 245.000000 0.653844 1.563844 2.390197
 246.000000 0.684794 1.711267 2.396351
 247.000000 0.645491 1.659008 2.471414
 248.000000 0.616916 1.663001 2.579330
 249.000000 0.694801 1.683231 2.511231
 250.000000 0.719806 1.753491 2.479245
 251.000000 0.754401 1.660384 2.522693
 252.000000 0.641453 1.635010 2.604555
 253.000000 0.693101 1.762868 2.552224
 254.000000 0.646154 1.733990 2.512096
 255.000000 0.675641 1.646364 2.423670
 256.000000 0.700887 1.737832 2.419579
 257.000000 0.662092 1.820509 2.346783
 258.000000 0.639550 1.727982 2.403417
 259.000000 0.643407 1.717150 2.517007
 260.000000 0.600263 1.765924 2.511590
 261.000000 0.705264 1.874345 2.536926
 262.000000 0.705676 1.804267 2.302896
 263.000000 0.695954 1.781180 2.321072
 264.000000 0.670933 1.691935 2.456853
 265.000000 0.667509 1.610872 2.390395
 266.000000 0.685970 1.603954 2.336139
 267.000000 0.727615 1.468425 2.292148
 268.000000 0.711702 1.490716 2.321580
 269.000000 0.718475 1.395810 2.375743
 270.000000 0.703748 1.437724 2.383955
 271.000000 0.753419 1.452362 2.447977
 272.000000 0.701868 1.503888 2.400686
 273.000000 0.790603 1.602218 2.277399
 274.000000 0.755850 1.540385 2.285831
 275.000000 0.710172 1.668313 2.376895
 276.000000 0.762519 1.549844 2.345735
 277.000000 0.782143 1.593815 2.290611
 278.000000 0.780354 1.643438 2.410176
 279.000000 0.774169 1.787798 2.394771
 280.000000 0.817037 1.800264 2.465558
 281.000000 0.793674 1.730342 2.338627
 282.000000 0.733907 1.798216 2.384406
 283.000000 0.769570 1.798718 2.479574
 284.000000 0.783694 1.961248 2.384373
 285.000000 0.784459 1.800632 2.363382
 286.000000 0.814576 1.794430 2.368153
 287.000000 0.755087 1.674053 2.407823
 288.000000 0.724081 1.701963 2.405271
 289.000000 0.722491 1.668066 2.554376
 290.000000 0.654756 1.782162 2.732431
 291.000000 0.636047 1.899362 2.776408
 292.000000 0.608039 1.844971 2.716308
 293.000000 0.591762 1.924628 2.771050
 294.000000 0.537717 1.892933 2.846615
 295.000000 0.542389 1.824171 2.931409
 296.000000 0.501751 1.830401 3.071043
 297.000000 0.527310 1.786730 3.103003
 298.000000 0.603032 1.998673 -3.136554
 299.000000 0.564117 1.950122 -3.079574
 300.000000 0.429464 1.870670 -3.138729
 301.000000 0.546647 1.866496 3.027425
 302.000000 0.656345 1.866543 3.091753
 303.000000 0.606351 1.895250 3.040228
 304.000000 0.623678 1.813817 3.032514
 305.000000 0.540788 1.862800 2.974468
 306.000000 0.594384 1.799103 -3.139845
 307.000000 0.613213 1.855075 3.087050
 308.000000 0.584764 1.830291 3.060446
 309.000000 0.603092 1.813118 3.137622
 310.000000 0.634619 1.851125 3.102777
 311.000000 0.617309 1.925016 3.132976
 312.000000 0.626845 1.811731 3.048361
 313.000000 0.600229 1.803561 2.992051
 314.000000 0.578724 1.703768 2.979110
 315.000000 0.580875 1.666652 2.974626
 316.000000 0.570950 1.565300 3.036672
 317.000000 0.543846 1.532117 3.012671
 318.000000 0.469309 1.426628 2.898479
 319.000000 0.445126 1.551582 3.015350
 320.000000 0.499609 1.558480 3.121577
 321.000000 0.495196 1.588170 3.071199
 322.000000 0.488683 1.642502 2.947494
 323.000000 0.551198 1.767722 2.997604
 324.000000 0.571316 1.794424 2.934297
 325.000000 0.564515 1.705647 2.865368
 326.000000 0.577049 1.814162 2.888191
 327.000000 0.548116 1.913179 2.986968
 328.000000 0.606548 1.818480 2.993167
 329.000000 0.572270 1.879363 3.028151
 330.000000 0.600786 1.825231 3.048368
 331.000000 0.628565 1.803848 3.131725
 332.000000 0.652702 1.744161 3.105863
 333.000000 0.616499 1.696619 -3.119271
 334.000000 0.646341 1.748683 -3.136111
 335.000000 0.545144 1.861226 -3.134201
 336.000000 0.538825 1.765350 3.106115
 337.000000 0.511586 1.695383 -3.094406
 338.000000 0.496121 1.554586 -3.125804
 339.000000 0.493436 1.547390 3.099286
 340.000000 0.523249 1.612979 -3.123004
 341.000000 0.488291 1.490467 -3.107009
 342.000000 0.502230 1.534184 3.105222
 343.000000 0.545343 1.693041 -3.040830
 344.000000 0.492883 1.393508 3.128192
 345.000000 0.586827 1.439373 -3.048800
 346.000000 0.528353 1.483547 -3.057957
 347.000000 0.511378 1.266961 3.056734
 348.000000 0.563076 1.323031 3.027973
 349.000000 0.531732 1.356933 3.019799
 350.000000 0.590486 1.451248 3.054130
 351.000000 0.515143 1.364909 2.865220
 352.000000 0.520862 1.285115 2.929059
 353.000000 0.487003 1.275462 2.781452
 354.000000 0.541471 1.163272 2.920856
 355.000000 0.503001 1.167120 2.888065
 356.000000 0.535691 1.149341 2.800628
 357.000000 0.586726 1.253814 2.859451
 358.000000 0.543534 1.123679 2.830563
 359.000000 0.418148 1.101245 2.939661
 360.000000 0.439991 1.302804 2.889532
 361.000000 0.488545 1.060989 2.956997
 362.000000 0.393290 1.033480 2.994723
 363.000000 0.403819 1.162591 -3.081017
 364.000000 0.356667 1.233545 -3.091510
 365.000000 0.417595 1.280741 3.071237
 366.000000 0.359065 1.378710 3.023615
 367.000000 0.363426 1.279927 3.113997
 368.000000 0.310645 1.254140 -3.124889
 369.000000 0.299878 1.228326 -3.076203
 370.000000 0.307092 1.258830 -3.130843
 371.000000 0.327009 1.353018 3.083781
 372.000000 0.360911 1.370894 3.077030
 373.000000 0.349588 1.258843 -3.054679
 374.000000 0.372982 1.376317 2.852959
 375.000000 0.408161 1.366024 3.126512
 376.000000 0.337490 1.236255 3.020733
 377.000000 0.387767 1.283031 -3.107600
 378.000000 0.378167 1.242891 2.963171
 379.000000 0.318563 1.219376 2.980228
 380.000000 0.342319 1.213774 -3.124875
 381.000000 0.389641 1.227703 3.095951
 382.000000 0.367254 1.276007 2.998759
 383.000000 0.370750 1.310131 3.039771
 384.000000 0.369118 1.385017 2.969881
 385.000000 0.391576 1.379872 -3.126310
 386.000000 0.362837 1.447578 2.972611
 387.000000 0.329139 1.385203 3.029721
 388.000000 0.358292 1.418504 3.007562
 389.000000 0.310283 1.313316 3.083882
 390.000000 0.326857 1.163319 2.986437
 391.000000 0.276755 1.520656 3.030197
 392.000000 0.292145 1.731728 3.017774
 393.000000 0.318165 1.671047 -3.038555
 394.000000 0.278879 1.780462 -3.136863
 395.000000 0.293608 1.856728 3.123130
 396.000000 0.293544 1.609749 -3.065668
 397.000000 0.345307 1.784451 -3.096722
 398.000000 0.316932 1.897127 -3.131421
 399.000000 0.319226 1.598246 -2.830297
 400.000000 0.348016 1.523659 -2.744211
 401.000000 0.376616 1.375195 -2.736393
 402.000000 0.365932 1.563406 -2.728375
 403.000000 0.332650 1.589902 -2.726265
 404.000000 0.296207 1.784650 -2.695434
 405.000000 0.331158 1.797525 -2.848960
 406.000000 0.332106 1.822220 -2.781435
 407.000000 0.303092 1.776133 -2.804806
 408.000000 0.384686 1.767402 -2.945411
 409.000000 0.353541 1.803033 -2.918849
 410.000000 0.342283 1.948657 -3.067414
 411.000000 0.355930 1.843535 -3.086123
 412.000000 0.340487 1.838703 -3.049671
 413.000000 0.323471 1.857250 -3.056024
 414.000000 0.283664 1.685245 -2.942721
 415.000000 0.314198 1.843175 -3.078149
 416.000000 0.266125 1.867484 -3.104858
 417.000000 0.257855 1.791850 -3.029216
 418.000000 0.334329 1.810132 -2.943726
 419.000000 0.249545 1.777720 -3.133148
 420.000000 0.271091 1.932817 -3.128972
 421.000000 0.282654 1.715901 2.971417
 422.000000 0.319251 1.437771 2.736529
 423.000000 0.302265 1.548225 2.715429
 424.000000 0.366125 1.605574 2.620337
 425.000000 0.337914 1.472965 2.875474
 426.000000 0.406628 1.241399 2.816648
 427.000000 0.333647 1.449501 2.957757
 428.000000 0.359564 1.332022 2.954098
 429.000000 0.400447 1.494293 2.922746
 430.000000 0.421853 1.538594 2.881677
 431.000000 0.392540 1.497103 2.797370
 432.000000 0.394964 1.382278 2.954858
 433.000000 0.378040 1.247671 2.937106
 434.000000 0.402384 1.301775 2.923172
 435.000000 0.348112 1.416890 2.980120
 436.000000 0.415403 1.457691 2.944545
 437.000000 0.418522 1.390077 2.905528
 438.000000 0.393472 1.307868 2.880539
 439.000000 0.402791 1.335292 2.900332
 440.000000 0.356125 1.274876 2.874702
 441.000000 0.358512 1.225191 2.972851
 442.000000 0.327676 1.353225 2.944660
 443.000000 0.297364 1.259136 3.086943
 444.000000 0.405594 1.413352 2.838743
 445.000000 0.360409 1.348202 2.906416
 446.000000 0.345338 1.420558 2.899544
 447.000000 0.371236 1.407970 2.803992
 448.000000 0.468172 1.291517 2.887831
 449.000000 0.421204 1.339013 2.837986
 450.000000 0.392478 1.326126 2.897769
 451.000000 0.359743 1.328598 2.895234
 452.000000 0.351292 1.302792 2.772195
 453.000000 0.367851 1.349744 2.820060
 454.000000 0.352471 1.359426 2.933140
 455.000000 0.323025 1.364106 2.929536
 456.000000 0.394466 1.334577 2.952325
 457.000000 0.451898 1.204242 2.985936
 458.000000 0.427031 1.324838 -3.119399
 459.000000 0.422823 1.258006 3.043004
 460.000000 0.396100 1.310302 3.106634
 461.000000 0.415790 1.275802 3.008797
 462.000000 0.445374 1.209546 3.072293
 463.000000 0.432605 1.158433 3.043747
 464.000000 0.499545 1.064450 3.086591
 465.000000 0.446517 1.022740 2.985654
 466.000000 0.520598 1.021394 3.115986
 467.000000 0.520954 1.202403 -3.017337
 468.000000 0.494041 1.084806 -2.924659
 469.000000 0.465137 1.007457 -2.801514
 470.000000 0.428010 1.081444 -2.917498
 471.000000 0.455761 1.160232 -2.965493
 472.000000 0.434956 1.258982 -3.028679
 473.000000 0.473597 1.193475 -3.038681
 474.000000 0.399262 1.173747 -3.000265
 475.000000 0.460123 1.217860 -2.962536
 476.000000 0.493968 1.249314 -2.811968
 477.000000 0.462004 1.176801 -2.726195
 478.000000 0.446038 1.107001 -2.658504
 479.000000 0.469025 1.048186 -2.832553
 480.000000 0.477043 1.181388 -2.895709
 481.000000 0.407546 1.245372 -2.981508
 482.000000 0.426060 1.342947 -2.800374
 483.000000 0.427264 1.314413 -2.682911
 484.000000 0.465103 1.228643 -2.681503
 485.000000 0.443204 1.296494 -2.655298
 486.000000 0.457127 1.361675 -2.730597
 487.000000 0.450015 1.250469 -2.643074
