#! FIELDS time fps.lp fps.ld funnel.bias
 0.000000 0.780675 0.000000 0.000000
 1.000000 0.774953 0.018347 0.000000
 2.000000 0.766592 0.032078 0.000000
 3.000000 0.773311 0.019857 0.000000
 4.000000 0.763070 0.018615 0.000000
 5.000000 0.779163 0.033797 0.000000
 6.000000 0.770212 0.030167 0.000000
 7.000000 0.785001 0.003736 0.000000
 8.000000 0.767672 0.036245 0.000000
 9.000000 0.811107 0.023449 0.000000
 10.000000 0.777397 0.021454 0.000000
 11.000000 0.800608 0.014989 0.000000
 12.000000 0.768429 0.050633 0.000000
 13.000000 0.762694 0.041974 0.000000
 14.000000 0.787513 0.055388 0.000000
 15.000000 0.783403 0.014380 0.000000
 16.000000 0.743213 0.039355 0.000000
 17.000000 0.762755 0.031453 0.000000
 18.000000 0.798635 0.038151 0.000000
 19.000000 0.800066 0.057428 0.000000
 20.000000 0.781803 0.014494 0.000000
 21.000000 0.772200 0.008528 0.000000
 22.000000 0.757410 0.013096 0.000000
 23.000000 0.765504 0.016968 0.000000
 24.000000 0.763529 0.019242 0.000000
 25.000000 0.765515 0.039385 0.000000
 26.000000 0.788664 0.036465 0.000000
 27.000000 0.775386 0.043656 0.000000
 28.000000 0.790150 0.026265 0.000000
 29.000000 0.766511 0.031959 0.000000
 30.000000 0.785447 0.021892 0.000000
 31.000000 0.772356 0.009113 0.000000
 32.000000 0.780974 0.036674 0.000000
 33.000000 0.742290 0.021711 0.000000
 34.000000 0.774817 0.043487 0.000000
 35.000000 0.779178 0.038013 0.000000
 36.000000 0.774652 0.042246 0.000000
 37.000000 0.768313 0.038486 0.000000
 38.000000 0.778993 0.042965 0.000000
 39.000000 0.794722 0.033115 0.000000
 40.000000 0.776020 0.014767 0.000000
 41.000000 0.775668 0.031439 0.000000
 42.000000 0.780383 0.006238 0.000000
 43.000000 0.782921 0.031943 0.000000
 44.000000 0.812487 0.064139 0.000000
 45.000000 0.802921 0.026194 0.000000
 46.000000 0.778783 0.036782 0.000000
 47.000000 0.793643 0.038137 0.000000
 48.000000 0.812239 0.031208 0.000000
 49.000000 0.788646 0.040244 0.000000
 50.000000 0.810849 0.052455 0.000000
 51.000000 0.790775 0.030379 0.000000
 52.000000 0.804562 0.046831 0.000000
 53.000000 0.791730 0.024267 0.000000
 54.000000 0.784980 0.030848 0.000000
 55.000000 0.810052 0.029280 0.000000
 56.000000 0.800891 0.028376 0.000000
 57.000000 0.779894 0.004443 0.000000
 58.000000 0.801906 0.027961 0.000000
 59.000000 0.805444 0.036043 0.000000
 60.000000 0.799637 0.029874 0.000000
 61.000000 0.808338 0.020139 0.000000
 62.000000 0.809039 0.017044 0.000000
 63.000000 0.798012 0.025603 0.000000
 64.000000 0.797922 0.039504 0.000000
 65.000000 0.783082 0.035046 0.000000
 66.000000 0.794259 0.036871 0.000000
 67.000000 0.786798 0.026988 0.000000
 68.000000 0.793342 0.027307 0.000000
 69.000000 0.793881 0.034769 0.000000
 70.000000 0.790497 0.050245 0.000000
 71.000000 0.787316 0.034592 0.000000
 72.000000 0.804593 0.031323 0.000000
 73.000000 0.781230 0.024636 0.000000
 74.000000 0.797934 0.041653 0.000000
 75.000000 0.804530 0.023997 0.000000
 76.000000 0.795198 0.033354 0.000000
 77.000000 0.802359 0.041346 0.000000
 78.000000 0.795435 0.052692 0.000000
 79.000000 0.793725 0.028942 0.000000
 80.000000 0.798988 0.044409 0.000000
 81.000000 0.777903 0.036590 0.000000
 82.000000 0.782463 0.036952 0.000000
 83.000000 0.802541 0.040993 0.000000
 84.000000 0.800594 0.061084 0.000000
 85.000000 0.796549 0.031783 0.000000
 86.000000 0.791338 0.029109 0.000000
 87.000000 0.799217 0.051197 0.000000
 88.000000 0.798742 0.046251 0.000000
 89.000000 0.807536 0.048281 0.000000
 90.000000 0.800788 0.041983 0.000000
 91.000000 0.793069 0.030763 0.000000
 92.000000 0.787245 0.031648 0.000000
 93.000000 0.793522 0.043701 0.000000
 94.000000 0.785914 0.042282 0.000000
 95.000000 0.804931 0.029421 0.000000
 96.000000 0.795234 0.055076 0.000000
 97.000000 0.789102 0.048509 0.000000
 98.000000 0.807784 0.050601 0.000000
 99.000000 0.786590 0.025923 0.000000
 100.000000 0.808367 0.050522 0.000000
 101.000000 0.806837 0.031732 0.000000
 102.000000 0.798815 0.033668 0.000000
 103.000000 0.799858 0.023655 0.000000
 104.000000 0.793193 0.018763 0.000000
 105.000000 0.787610 0.030338 0.000000
 106.000000 0.807116 0.037380 0.000000
 107.000000 0.786291 0.040718 0.000000
 108.000000 0.788560 0.053726 0.000000
 109.000000 0.788411 0.039939 0.000000
 110.000000 0.803213 0.018762 0.000000
 111.000000 0.793857 0.030907 0.000000
 112.000000 0.787413 0.043886 0.000000
 113.000000 0.815515 0.039759 0.000000
 114.000000 0.797130 0.033950 0.000000
 115.000000 0.796246 0.043256 0.000000
 116.000000 0.796146 0.046585 0.000000
 117.000000 0.788402 0.027284 0.000000
 118.000000 0.816188 0.048022 0.000000
 119.000000 0.794408 0.016713 0.000000
 120.000000 0.779140 0.014866 0.000000
 121.000000 0.801591 0.044010 0.000000
 122.000000 0.811005 0.039749 0.000000
 123.000000 0.800130 0.027488 0.000000
 124.000000 0.796564 0.030125 0.000000
 125.000000 0.793468 0.034035 0.000000
 126.000000 0.804438 0.033668 0.000000
 127.000000 0.795449 0.031372 0.000000
 128.000000 0.789769 0.036433 0.000000
 129.000000 0.793721 0.028483 0.000000
 130.000000 0.781293 0.027303 0.000000
 131.000000 0.780986 0.045758 0.000000
 132.000000 0.805816 0.036791 0.000000
 133.000000 0.806283 0.030545 0.000000
 134.000000 0.805067 0.024927 0.000000
 135.000000 0.778956 0.029773 0.000000
 136.000000 0.808569 0.026681 0.000000
 137.000000 0.795294 0.044473 0.000000
 138.000000 0.777978 0.035429 0.000000
 139.000000 0.791870 0.034946 0.000000
 140.000000 0.775350 0.007820 0.000000
 141.000000 0.795520 0.012593 0.000000
 142.000000 0.800541 0.005198 0.000000
 143.000000 0.790983 0.019495 0.000000
 144.000000 0.784178 0.034744 0.000000
 145.000000 0.806516 0.024283 0.000000
 146.000000 0.819260 0.058731 0.000000
 147.000000 0.799200 0.042344 0.000000
 148.000000 0.802029 0.037547 0.000000
 149.000000 0.788623 0.037024 0.000000
 150.000000 0.783685 0.030098 0.000000
 151.000000 0.796519 0.037386 0.000000
 152.000000 0.792337 0.027513 0.000000
 153.000000 0.807942 0.040137 0.000000
 154.000000 0.804705 0.062614 0.000000
 155.000000 0.793352 0.055116 0.000000
 156.000000 0.801379 0.034348 0.000000
 157.000000 0.789405 0.040767 0.000000
 158.000000 0.802746 0.047382 0.000000
 159.000000 0.781011 0.052313 0.000000
 160.000000 0.804887 0.042492 0.000000
 161.000000 0.788099 0.038220 0.000000
 162.000000 0.765446 0.044462 0.000000
