#! FIELDS time rho rmsd Rg c
 0.000000 0.401960 0.090246 0.654824 14.357276
 1.000000 0.382229 0.092618 0.648931 14.166670
 2.000000 0.368832 0.081193 0.649586 14.553668
 3.000000 0.373296 0.090083 0.654625 14.346951
 4.000000 0.385953 0.091738 0.642087 14.379599
 5.000000 0.395609 0.087035 0.639550 14.798722
 6.000000 0.373905 0.103226 0.639038 14.579015
 7.000000 0.366854 0.108347 0.642223 14.144279
 8.000000 0.340160 0.097913 0.633613 14.463872
 9.000000 0.395356 0.092058 0.643954 13.621343
 10.000000 0.416357 0.097585 0.650117 13.827353
 11.000000 0.356003 0.084948 0.640107 15.100592
 12.000000 0.400650 0.095764 0.641199 14.789796
 13.000000 0.349322 0.080771 0.650503 14.776619
 14.000000 0.410053 0.087572 0.646180 13.843071
 15.000000 0.352566 0.093493 0.646793 15.681855
 16.000000 0.351437 0.086565 0.644747 14.896499
 17.000000 0.433688 0.095534 0.644475 14.054519
 18.000000 0.339827 0.108490 0.643750 15.646396
 19.000000 0.349423 0.094185 0.632884 15.603349
 20.000000 0.359862 0.105634 0.635780 15.954529
 21.000000 0.362403 0.090833 0.628944 15.439641
 22.000000 0.354435 0.083726 0.628199 15.957558
 23.000000 0.352981 0.078706 0.620542 18.163355
 24.000000 0.383171 0.077811 0.631848 15.001880
 25.000000 0.369780 0.080692 0.634044 15.862054
 26.000000 0.311097 0.077676 0.628543 16.757326
 27.000000 0.357611 0.085933 0.626793 16.966527
 28.000000 0.334514 0.097185 0.632269 16.496946
 29.000000 0.343957 0.088206 0.631255 16.617864
 30.000000 0.335247 0.089459 0.630901 16.050865
 31.000000 0.352756 0.084384 0.643789 15.645342
 32.000000 0.341818 0.093394 0.637808 16.900845
 33.000000 0.354243 0.095997 0.639176 15.851283
 34.000000 0.319651 0.095708 0.632697 16.955506
 35.000000 0.335068 0.095308 0.629508 16.647914
 36.000000 0.369069 0.089376 0.626925 15.731847
 37.000000 0.362292 0.087229 0.629205 16.304399
 38.000000 0.352623 0.079457 0.619800 16.755723
 39.000000 0.389082 0.083267 0.634592 14.918134
 40.000000 0.319714 0.082599 0.627091 16.685440
 41.000000 0.346059 0.102388 0.630460 16.276090
 42.000000 0.327889 0.096827 0.646230 15.187026
 43.000000 0.368435 0.084612 0.638542 14.705072
 44.000000 0.384240 0.082988 0.637134 14.977934
 45.000000 0.393529 0.081086 0.637401 15.060852
 46.000000 0.325453 0.100290 0.635523 15.300537
 47.000000 0.352680 0.098894 0.637184 14.647290
