#! FIELDS time rho rmsd Rg c
 0.000000 0.077701 0.052443 0.606311 29.001552
 1.000000 0.069123 0.048533 0.606366 28.722771
 2.000000 0.050650 0.060840 0.602303 30.260041
 3.000000 0.045948 0.049448 0.605773 29.782911
 4.000000 0.038996 0.052672 0.600403 31.068651
 5.000000 0.026203 0.049486 0.604510 30.500872
 6.000000 0.027726 0.054577 0.598979 31.112315
 7.000000 0.033759 0.041838 0.598105 29.894041
 8.000000 0.041065 0.038463 0.592690 31.595919
 9.000000 0.031952 0.052324 0.599977 30.589559
 10.000000 0.043420 0.042638 0.599228 28.748681
 11.000000 0.047111 0.052037 0.596085 30.499614
 12.000000 0.035059 0.047929 0.601010 29.642051
 13.000000 0.040861 0.052665 0.594653 30.203218
 14.000000 0.048629 0.041585 0.600579 29.657188
 15.000000 0.037698 0.048809 0.590506 30.502075
 16.000000 0.030207 0.046306 0.598562 30.165592
 17.000000 0.046365 0.057782 0.596480 29.970925
 18.000000 0.035356 0.044928 0.595174 30.369935
 19.000000 0.043160 0.049656 0.596916 29.566031
 20.000000 0.031479 0.053057 0.599026 29.930804
 21.000000 0.038036 0.048634 0.598014 30.125889
 22.000000 0.038170 0.042448 0.595141 29.923518
 23.000000 0.030908 0.056247 0.595641 30.864652
 24.000000 0.046165 0.050022 0.593564 30.713016
 25.000000 0.042819 0.046079 0.592936 31.096480
 26.000000 0.053922 0.045997 0.597568 29.450612
 27.000000 0.043843 0.032434 0.598669 29.589470
 28.000000 0.044847 0.042131 0.600619 30.464753
 29.000000 0.043323 0.048430 0.604678 29.527466
 30.000000 0.034136 0.040566 0.599696 29.937568
 31.000000 0.045242 0.053104 0.594480 30.291554
 32.000000 0.048064 0.046284 0.600293 29.912062
 33.000000 0.030120 0.048883 0.599579 30.160668
 34.000000 0.045129 0.038144 0.601259 29.876360
 35.000000 0.046979 0.047058 0.595036 30.005378
 36.000000 0.040200 0.033931 0.599822 29.529715
 37.000000 0.045170 0.044276 0.602531 29.849136
 38.000000 0.038314 0.043979 0.600297 30.438821
 39.000000 0.052474 0.059214 0.596778 30.231637
 40.000000 0.036909 0.056257 0.593486 31.216543
 41.000000 0.045122 0.055323 0.608584 29.286507
 42.000000 0.053203 0.054661 0.595490 30.163811
 43.000000 0.042834 0.045128 0.599329 29.829333
 44.000000 0.037690 0.055256 0.604111 30.349359
 45.000000 0.035397 0.044738 0.597547 30.403801
 46.000000 0.028278 0.041851 0.599413 30.702213
 47.000000 0.038296 0.044425 0.597826 30.660013
 48.000000 0.046016 0.043286 0.596435 31.090260
 49.000000 0.023525 0.041761 0.594001 31.340020
 50.000000 0.042272 0.043640 0.592476 29.635744
 51.000000 0.052036 0.038388 0.598188 30.807822
 52.000000 0.040532 0.045303 0.598958 31.116784
 53.000000 0.048047 0.044254 0.596664 31.060180
 54.000000 0.040886 0.036107 0.592056 31.537540
 55.000000 0.035919 0.038038 0.596059 31.094829
 56.000000 0.032313 0.041117 0.600523 30.803069
 57.000000 0.040344 0.043693 0.597211 29.923085
 58.000000 0.045108 0.046862 0.593478 31.137708
 59.000000 0.047311 0.037663 0.600349 30.712065
 60.000000 0.043673 0.037836 0.602612 30.475440
 61.000000 0.028487 0.048381 0.596213 31.552122
 62.000000 0.032847 0.040308 0.595131 31.495398
 63.000000 0.035840 0.039109 0.604337 29.888114
 64.000000 0.048971 0.044731 0.598254 30.651957
 65.000000 0.043868 0.036645 0.602092 30.217523
 66.000000 0.040420 0.042607 0.599633 30.684309
 67.000000 0.033371 0.045173 0.596390 30.978240
 68.000000 0.032958 0.040080 0.602408 30.425253
 69.000000 0.043756 0.047516 0.601606 31.519439
 70.000000 0.038964 0.035854 0.600898 30.782704
 71.000000 0.033294 0.039144 0.599981 31.107910
 72.000000 0.042098 0.033584 0.607863 29.723879
 73.000000 0.048609 0.039133 0.597349 30.531575
 74.000000 0.028973 0.046259 0.602130 31.063001
 75.000000 0.045944 0.044497 0.599248 29.874099
 76.000000 0.038461 0.036703 0.597098 30.701196
 77.000000 0.041885 0.044735 0.587562 30.832556
 78.000000 0.042160 0.040708 0.596123 31.024022
 79.000000 0.035556 0.039297 0.597076 31.052556
 80.000000 0.029536 0.048738 0.603989 30.576288
 81.000000 0.039009 0.038499 0.600497 31.122610
 82.000000 0.026500 0.035230 0.600781 30.976702
 83.000000 0.037631 0.039303 0.602537 29.665490
 84.000000 0.042920 0.042837 0.602335 29.983607
 85.000000 0.037874 0.040071 0.597776 31.318555
 86.000000 0.040199 0.036499 0.595783 30.144384
 87.000000 0.051549 0.042824 0.595710 31.197069
 88.000000 0.029701 0.039239 0.598270 29.976502
 89.000000 0.044992 0.033300 0.596298 30.670683
 90.000000 0.042710 0.042295 0.595065 30.543823
 91.000000 0.037862 0.046999 0.594053 31.140842
 92.000000 0.043237 0.044068 0.595843 30.674405
 93.000000 0.036954 0.038941 0.593117 30.626256
