#! FIELDS time rmsd rmsd_pocket
 0.000000 0.000000 0.000000
 1.000000 0.052630 0.039380
 2.000000 0.060132 0.050233
 3.000000 0.056555 0.039129
 4.000000 0.060708 0.045902
 5.000000 0.076335 0.050305
 6.000000 0.072389 0.050890
 7.000000 0.072817 0.062346
 8.000000 0.077396 0.057614
 9.000000 0.071740 0.064450
 10.000000 0.074912 0.061472
 11.000000 0.067797 0.058148
 12.000000 0.078462 0.052974
 13.000000 0.082143 0.063787
 14.000000 0.082204 0.060036
 15.000000 0.090398 0.072955
 16.000000 0.092803 0.079776
 17.000000 0.089956 0.078352
 18.000000 0.092712 0.077864
 19.000000 0.090759 0.089290
 20.000000 0.095659 0.084757
 21.000000 0.088491 0.091359
 22.000000 0.083164 0.093234
 23.000000 0.081382 0.086115
 24.000000 0.082284 0.086339
 25.000000 0.077714 0.077860
 26.000000 0.082065 0.083303
 27.000000 0.080678 0.080852
 28.000000 0.084618 0.083162
 29.000000 0.086986 0.078137
 30.000000 0.088031 0.073032
 31.000000 0.092380 0.076377
 32.000000 0.087345 0.084645
 33.000000 0.087099 0.079107
 34.000000 0.091359 0.076688
 35.000000 0.098521 0.078514
 36.000000 0.100844 0.081073
 37.000000 0.097962 0.079426
 38.000000 0.088493 0.077382
 39.000000 0.091476 0.082058
 40.000000 0.101557 0.081200
 41.000000 0.096634 0.086805
 42.000000 0.099491 0.077699
 43.000000 0.111959 0.084724
 44.000000 0.107026 0.088409
 45.000000 0.100729 0.084381
 46.000000 0.101265 0.089907
 47.000000 0.109920 0.089881
 48.000000 0.123286 0.089922
 49.000000 0.118842 0.085402
 50.000000 0.120315 0.080529
 51.000000 0.123705 0.086861
 52.000000 0.119825 0.088309
 53.000000 0.108989 0.078172
 54.000000 0.110602 0.074959
 55.000000 0.118420 0.083294
 56.000000 0.118357 0.087320
 57.000000 0.114442 0.094138
 58.000000 0.112926 0.097443
 59.000000 0.114304 0.094835
 60.000000 0.114642 0.083003
 61.000000 0.121323 0.084495
 62.000000 0.119106 0.081517
 63.000000 0.123112 0.077747
 64.000000 0.121831 0.079089
 65.000000 0.121945 0.078344
 66.000000 0.120679 0.083745
 67.000000 0.115558 0.081653
 68.000000 0.120608 0.082203
 69.000000 0.119122 0.074151
 70.000000 0.120281 0.089365
 71.000000 0.122469 0.091631
 72.000000 0.113416 0.087622
 73.000000 0.112517 0.082569
 74.000000 0.108583 0.092227
 75.000000 0.113290 0.096368
 76.000000 0.112725 0.097818
 77.000000 0.114292 0.105663
 78.000000 0.108882 0.113244
 79.000000 0.110776 0.107454
 80.000000 0.115428 0.096677
 81.000000 0.119008 0.096772
 82.000000 0.119566 0.097055
 83.000000 0.118110 0.100477
 84.000000 0.120838 0.090631
 85.000000 0.116221 0.102502
 86.000000 0.116540 0.093643
 87.000000 0.121501 0.100147
 88.000000 0.118118 0.107385
 89.000000 0.120417 0.097421
 90.000000 0.117031 0.092658
 91.000000 0.108223 0.092442
 92.000000 0.115151 0.084047
 93.000000 0.114433 0.088635
 94.000000 0.117193 0.087867
 95.000000 0.109921 0.074337
 96.000000 0.114362 0.085564
 97.000000 0.113441 0.087588
 98.000000 0.116215 0.089331
 99.000000 0.115766 0.088329
 100.000000 0.112252 0.094611
 101.000000 0.114426 0.090213
 102.000000 0.112273 0.097616
 103.000000 0.110753 0.090083
 104.000000 0.116759 0.106343
