#! FIELDS time rho theta phi
#! SET min_theta 0.
#! SET max_theta pi
#! SET min_phi -pi
#! SET max_phi pi
 0.000000 1.008519 2.648407 1.348001
 1.000000 0.995216 2.635004 1.219908
 2.000000 0.952753 2.565746 1.382523
 3.000000 0.960601 2.639717 1.236519
 4.000000 0.977774 2.589181 1.436412
 5.000000 0.976553 2.625794 1.517945
 6.000000 0.963763 2.677693 1.354685
 7.000000 1.027893 2.657429 1.656533
 8.000000 1.030030 2.658126 1.545395
 9.000000 0.985505 2.630140 1.475482
 10.000000 1.028617 2.632190 1.359715
 11.000000 1.044868 2.637667 1.346681
 12.000000 0.915654 2.626347 1.479642
 13.000000 0.974882 2.680085 1.490829
 14.000000 0.951191 2.653713 1.502662
 15.000000 1.002083 2.695370 1.318467
 16.000000 0.994773 2.693281 1.606339
 17.000000 1.005153 2.595075 1.547223
 18.000000 0.992019 2.613913 1.527949
 19.000000 0.984248 2.670669 1.713966
 20.000000 0.954286 2.626249 1.662647
 21.000000 0.947042 2.598921 1.645544
 22.000000 0.987181 2.702441 1.540569
 23.000000 1.031142 2.726578 1.654828
 24.000000 1.023122 2.685186 1.671402
 25.000000 1.033995 2.661767 1.521231
 26.000000 0.962447 2.679471 1.444089
 27.000000 1.024950 2.707739 1.490413
 28.000000 1.028257 2.677594 1.525777
 29.000000 1.018329 2.688269 1.419770
 30.000000 1.023907 2.673064 1.377670
 31.000000 1.008005 2.725436 1.491095
 32.000000 1.029414 2.677835 1.618920
 33.000000 1.008310 2.630624 1.459435
 34.000000 0.975872 2.633368 1.731752
 35.000000 0.934451 2.663720 1.577778
 36.000000 1.009155 2.700698 1.427992
 37.000000 1.014420 2.702881 1.474044
 38.000000 0.971811 2.714575 1.391699
 39.000000 1.034343 2.756986 1.250990
 40.000000 1.020253 2.716954 1.300283
 41.000000 1.002325 2.706152 1.500367
 42.000000 0.965529 2.724645 1.584994
 43.000000 0.950853 2.752855 1.510376
 44.000000 0.949963 2.727204 1.374067
 45.000000 1.008516 2.710844 1.258356
 46.000000 0.995864 2.702720 1.354181
 47.000000 0.968593 2.689115 1.288674
 48.000000 0.947092 2.577223 1.115109
 49.000000 0.951325 2.542995 1.263526
 50.000000 0.919315 2.502745 1.202556
 51.000000 0.966919 2.488760 1.249322
 52.000000 0.917540 2.487455 1.090496
 53.000000 0.862755 2.409478 1.155253
 54.000000 0.847758 2.407527 1.099257
 55.000000 0.870964 2.376068 1.193698
 56.000000 0.942337 2.436249 1.213145
 57.000000 0.898556 2.409037 1.199591
 58.000000 0.897525 2.425090 1.182662
 59.000000 0.879059 2.369490 1.203071
 60.000000 0.918882 2.485569 1.094695
 61.000000 0.948750 2.458220 1.084618
 62.000000 0.989996 2.469237 1.185152
 63.000000 0.940251 2.356403 1.063948
 64.000000 0.818250 2.380270 1.078655
 65.000000 0.894804 2.406651 1.047886
 66.000000 0.889222 2.329503 1.116396
 67.000000 0.901129 2.336542 1.072724
 68.000000 0.955871 2.344836 0.999013
 69.000000 0.889118 2.363624 1.012044
 70.000000 0.903570 2.344456 1.058493
 71.000000 0.898494 2.355994 0.980695
 72.000000 0.867019 2.350673 1.084238
 73.000000 0.901393 2.394289 0.969040
 74.000000 0.835597 2.306233 0.975372
 75.000000 0.842078 2.346734 0.932428
 76.000000 0.893823 2.384337 1.058329
 77.000000 0.893247 2.424720 1.185080
 78.000000 0.883116 2.337152 0.995495
 79.000000 0.870036 2.398746 0.941589
 80.000000 0.961075 2.385399 1.101581
 81.000000 0.948595 2.385672 1.074398
