#! FIELDS time rho theta phi
#! SET min_theta 0.
#! SET max_theta pi
#! SET min_phi -pi
#! SET max_phi pi
 0.000000 0.077701 2.391229 1.985192
 1.000000 0.064870 2.500395 2.169268
 2.000000 0.062260 2.699916 2.042784
 3.000000 0.066443 2.217908 1.886671
 4.000000 0.056003 2.688765 2.140941
 5.000000 0.066581 2.545833 2.082983
 6.000000 0.061050 2.596047 2.125684
 7.000000 0.063867 2.387296 2.216276
 8.000000 0.062766 2.334085 1.882166
 9.000000 0.073362 2.207552 2.072392
 10.000000 0.068778 2.258919 1.970793
 11.000000 0.049427 2.397948 2.244730
 12.000000 0.052489 2.281465 1.736369
 13.000000 0.060087 2.583076 1.895341
 14.000000 0.063406 2.374807 2.125757
 15.000000 0.063272 2.331945 1.982489
 16.000000 0.064455 2.287407 2.107994
 17.000000 0.046617 2.497509 2.104383
 18.000000 0.056103 2.329839 2.225773
 19.000000 0.050755 2.631104 2.413502
 20.000000 0.050135 2.513224 2.132780
 21.000000 0.061244 2.524072 2.262804
 22.000000 0.061194 2.451425 2.049131
 23.000000 0.053313 2.425006 2.153557
 24.000000 0.038869 2.455097 2.745266
 25.000000 0.033659 2.512858 2.500459
 26.000000 0.036058 2.624090 2.142196
 27.000000 0.030086 2.342135 2.346440
 28.000000 0.043709 2.376250 2.628995
 29.000000 0.038632 2.535445 2.664173
 30.000000 0.045855 2.434977 2.599841
 31.000000 0.044313 2.253341 2.227964
 32.000000 0.047922 2.229202 2.405983
 33.000000 0.045942 2.334403 2.462878
 34.000000 0.043967 2.472892 2.722872
 35.000000 0.042045 2.598539 2.474169
 36.000000 0.040973 2.337722 2.481696
 37.000000 0.040865 2.446495 2.905465
 38.000000 0.040965 2.642876 2.176466
 39.000000 0.047495 2.490474 2.474212
 40.000000 0.038630 2.526230 2.662876
 41.000000 0.029109 2.257978 2.035523
 42.000000 0.033628 2.308453 3.046055
 43.000000 0.022898 2.593245 -2.897255
 44.000000 0.036903 2.616764 2.475494
 45.000000 0.038131 2.243935 2.754817
 46.000000 0.036316 2.543650 2.354886
 47.000000 0.036242 2.447362 2.792056
 48.000000 0.043045 2.692121 2.589650
 49.000000 0.035814 2.655871 2.270912
 50.000000 0.025577 2.512943 2.388930
 51.000000 0.041819 2.380770 2.441562
 52.000000 0.032540 2.508810 2.114452
 53.000000 0.044164 2.452458 2.098872
 54.000000 0.036924 2.649835 2.257088
 55.000000 0.037418 2.488889 2.751812
 56.000000 0.035969 2.550618 2.128986
 57.000000 0.029604 2.703177 1.940555
 58.000000 0.033149 2.363769 2.883046
 59.000000 0.036198 2.404071 2.164287
 60.000000 0.028032 2.595705 -3.056532
 61.000000 0.039006 2.605633 2.438927
 62.000000 0.044472 2.698821 2.241642
 63.000000 0.046035 2.497221 2.763995
 64.000000 0.043127 2.605040 2.659223
 65.000000 0.037836 2.491271 2.188569
 66.000000 0.050802 2.710228 2.306406
 67.000000 0.031962 2.333010 2.487165
 68.000000 0.043480 2.684361 2.816308
 69.000000 0.049303 2.335246 2.685270
 70.000000 0.033474 2.432988 2.621506
 71.000000 0.027969 2.480858 2.710470
 72.000000 0.040314 2.572624 2.732913
 73.000000 0.040789 2.466816 2.772780
 74.000000 0.037071 2.391230 2.403796
 75.000000 0.038298 2.553505 2.454780
 76.000000 0.042377 2.537155 2.197549
 77.000000 0.041088 2.585179 2.860184
 78.000000 0.026668 2.383795 2.671077
 79.000000 0.038203 2.594463 2.659909
 80.000000 0.040996 2.421778 2.808437
 81.000000 0.041206 2.310193 2.572666
 82.000000 0.035930 2.650888 2.441908
 83.000000 0.032066 2.471820 2.715490
 84.000000 0.033549 2.416508 2.777823
 85.000000 0.042476 2.452052 2.522295
 86.000000 0.041593 2.512362 2.296279
 87.000000 0.047037 2.156041 2.264160
 88.000000 0.029859 2.640510 2.899178
 89.000000 0.040810 2.509720 3.130851
 90.000000 0.031779 2.209060 2.827231
 91.000000 0.054099 2.549037 2.334938
 92.000000 0.043253 2.516734 2.312998
 93.000000 0.029053 2.315014 2.445715
 94.000000 0.039055 2.383069 2.551888
 95.000000 0.037716 2.578300 2.059755
 96.000000 0.033029 2.440396 2.118405
 97.000000 0.033566 2.443872 2.537374
 98.000000 0.042638 2.513631 2.711765
 99.000000 0.038384 2.524860 2.766520
 100.000000 0.043492 2.279217 2.269513
 101.000000 0.039964 2.107986 2.380342
 102.000000 0.044420 2.451282 2.369874
 103.000000 0.035644 2.552967 2.887448
 104.000000 0.039084 2.729380 2.477331
 105.000000 0.033573 2.416183 2.433219
 106.000000 0.036738 2.618890 2.346530
 107.000000 0.047103 2.665179 2.769069
 108.000000 0.039207 2.337759 2.823007
 109.000000 0.041314 2.549485 2.392573
 110.000000 0.047032 2.453997 2.851859
 111.000000 0.048042 2.545993 2.199857
 112.000000 0.041006 2.515068 2.604863
 113.000000 0.049343 2.642348 2.448068
 114.000000 0.043041 2.527655 2.377556
 115.000000 0.048729 2.440171 2.165690
 116.000000 0.040101 2.736128 2.447438
 117.000000 0.048993 2.480648 2.477106
 118.000000 0.031883 2.616897 2.046906
 119.000000 0.030047 2.323277 2.444841
 120.000000 0.035203 2.649431 -3.078152
 121.000000 0.057082 2.259762 2.951469
 122.000000 0.031276 2.619665 2.442237
 123.000000 0.040091 2.197090 3.072087
 124.000000 0.049467 2.553986 2.269572
 125.000000 0.043171 2.583110 2.571845
 126.000000 0.055442 2.522833 2.564802
 127.000000 0.037972 2.484212 2.648156
 128.000000 0.045430 2.284009 2.309838
 129.000000 0.039306 2.501328 2.597687
 130.000000 0.040636 2.438523 2.328164
 131.000000 0.041052 2.427789 2.148997
 132.000000 0.039552 2.411985 2.321945
 133.000000 0.034677 2.279114 2.798801
 134.000000 0.029989 2.576514 2.665466
 135.000000 0.038430 2.354480 2.580599
 136.000000 0.035740 2.568219 2.340900
 137.000000 0.037292 2.400946 2.067392
 138.000000 0.059008 2.581067 2.766571
 139.000000 0.040114 2.336178 2.618287
 140.000000 0.048206 2.695950 2.736567
 141.000000 0.036755 2.450435 2.586272
 142.000000 0.034954 2.514975 2.373944
 143.000000 0.043666 2.435161 2.750098
 144.000000 0.052123 2.258242 2.908511
 145.000000 0.044502 2.323542 3.006652
 146.000000 0.044442 2.605403 2.423847
 147.000000 0.036654 2.332454 2.504743
 148.000000 0.041932 2.224547 2.349282
 149.000000 0.040743 2.413260 2.836508
 150.000000 0.037987 2.536170 2.838971
 151.000000 0.034723 2.080101 2.463025
 152.000000 0.038796 2.388132 2.925671
 153.000000 0.032555 2.408063 2.272630
 154.000000 0.036156 2.288204 2.600598
 155.000000 0.050088 2.342495 2.274027
 156.000000 0.032249 2.459311 2.861693
 157.000000 0.045974 2.470044 2.747567
 158.000000 0.050594 2.357184 2.384938
 159.000000 0.029535 2.485288 2.443423
 160.000000 0.030397 2.296204 2.389577
 161.000000 0.034049 2.614388 2.677945
 162.000000 0.035045 2.463590 -2.815175
 163.000000 0.023253 2.657753 2.765591
 164.000000 0.036681 2.430804 -3.129714
 165.000000 0.040731 2.629157 2.894577
 166.000000 0.046998 2.413481 2.507222
 167.000000 0.055293 2.421841 2.884444
 168.000000 0.037631 2.379718 2.287572
 169.000000 0.036054 2.544567 -3.027525
 170.000000 0.046742 2.322551 2.450665
 171.000000 0.039115 2.100555 2.682425
 172.000000 0.036066 2.522583 -3.115272
 173.000000 0.036943 2.502243 2.401413
 174.000000 0.046231 2.366265 2.498855
 175.000000 0.037818 2.566077 2.164860
 176.000000 0.034506 2.338648 2.301347
 177.000000 0.034481 2.389908 2.441664
 178.000000 0.038533 2.319907 2.291640
 179.000000 0.031917 2.456645 2.608662
 180.000000 0.034655 2.251886 2.888523
 181.000000 0.034686 2.216373 2.540790
 182.000000 0.043727 2.498206 2.003278
 183.000000 0.040533 2.417553 2.532235
 184.000000 0.048847 2.299677 2.711007
 185.000000 0.043801 2.622108 2.502773
 186.000000 0.034523 2.231092 2.255994
 187.000000 0.046370 2.350099 2.717262
 188.000000 0.035137 2.492054 2.420484
 189.000000 0.032069 2.334691 2.532272
 190.000000 0.042845 2.500567 2.322696
 191.000000 0.036486 2.420587 2.256832
 192.000000 0.034519 2.423302 2.815930
 193.000000 0.043031 2.713107 2.448960
 194.000000 0.037241 2.349555 2.615590
 195.000000 0.042357 2.489689 3.030954
 196.000000 0.033326 2.528138 2.856713
 197.000000 0.039092 2.779871 2.363900
 198.000000 0.042918 2.592615 2.883128
 199.000000 0.043079 2.562178 2.375553
 200.000000 0.031644 2.344944 2.693142
 201.000000 0.044774 2.584449 2.351431
 202.000000 0.032886 2.232504 2.403720
 203.000000 0.042479 2.407849 -3.137030
 204.000000 0.037646 2.674761 2.645981
 205.000000 0.037321 2.683717 1.876457
