#! FIELDS time rho theta phi
#! SET min_theta 0.
#! SET max_theta pi
#! SET min_phi -pi
#! SET max_phi pi
 0.000000 0.159752 2.477826 1.410936
 1.000000 0.153475 2.472521 1.435236
 2.000000 0.155051 2.380275 1.452056
 3.000000 0.156676 2.376836 1.534048
 4.000000 0.151299 2.466235 1.565777
 5.000000 0.164299 2.357100 1.393327
 6.000000 0.150891 2.471131 1.470545
 7.000000 0.144828 2.491392 1.589275
 8.000000 0.149546 2.543680 1.539888
 9.000000 0.149130 2.556517 1.618026
 10.000000 0.152517 2.416852 1.517685
 11.000000 0.166259 2.526797 1.543856
 12.000000 0.155049 2.528280 1.594266
 13.000000 0.160786 2.402210 1.570989
 14.000000 0.146692 2.484012 1.621245
 15.000000 0.135801 2.526400 1.555449
 16.000000 0.131645 2.429974 1.495111
 17.000000 0.138122 2.440819 1.597103
 18.000000 0.169539 2.434105 1.472797
 19.000000 0.149535 2.504324 1.547404
 20.000000 0.144561 2.362476 1.563535
 21.000000 0.132468 2.432512 1.581826
 22.000000 0.146595 2.383059 1.527125
 23.000000 0.129566 2.438847 1.647730
 24.000000 0.135987 2.470670 1.589544
 25.000000 0.153987 2.468582 1.611422
 26.000000 0.147119 2.450385 1.540435
 27.000000 0.144866 2.409741 1.583499
 28.000000 0.128623 2.425737 1.595561
 29.000000 0.153009 2.541810 1.661872
 30.000000 0.141525 2.369054 1.647161
 31.000000 0.144762 2.441429 1.655612
 32.000000 0.134391 2.466275 1.643105
 33.000000 0.143047 2.504800 1.680821
 34.000000 0.153705 2.474679 1.628076
 35.000000 0.127166 2.289469 1.614853
 36.000000 0.133396 2.392320 1.724525
 37.000000 0.146185 2.429249 1.713833
 38.000000 0.138356 2.458560 1.737598
 39.000000 0.129923 2.451606 1.691987
 40.000000 0.141614 2.470918 1.463883
 41.000000 0.169377 2.567530 1.544439
 42.000000 0.144379 2.447415 1.586353
 43.000000 0.133858 2.414411 1.402686
 44.000000 0.165309 2.406319 1.372400
 45.000000 0.150301 2.596134 1.557959
 46.000000 0.146374 2.446813 1.521987
 47.000000 0.152800 2.529267 1.659690
 48.000000 0.131437 2.508246 1.391003
