#! FIELDS time rho theta phi
#! SET min_theta 0.
#! SET max_theta pi
#! SET min_phi -pi
#! SET max_phi pi
 0.000000 0.781307 2.505855 1.265747
 1.000000 0.792190 2.498958 1.160143
 2.000000 0.771763 2.530886 1.275950
 3.000000 0.818108 2.526217 1.151000
 4.000000 0.771570 2.549479 1.136384
 5.000000 0.764134 2.568560 1.184732
 6.000000 0.762774 2.518668 1.235588
 7.000000 0.820597 2.517327 1.202197
 8.000000 0.805997 2.541512 1.221661
 9.000000 0.771458 2.478984 1.180073
 10.000000 0.707388 2.476875 1.214721
 11.000000 0.751226 2.499534 1.293224
 12.000000 0.698859 2.519158 1.233826
 13.000000 0.765101 2.501066 1.238039
 14.000000 0.687504 2.429201 1.125413
 15.000000 0.704297 2.388933 1.204093
 16.000000 0.758069 2.418887 1.183164
 17.000000 0.745135 2.437575 1.193656
 18.000000 0.722086 2.383279 1.070967
 19.000000 0.755499 2.382882 0.945471
 20.000000 0.768032 2.428058 1.128551
 21.000000 0.742074 2.388472 1.117483
 22.000000 0.772140 2.426804 1.097840
 23.000000 0.783432 2.416684 1.032563
 24.000000 0.750226 2.490025 1.237010
 25.000000 0.740253 2.444153 1.271070
 26.000000 0.714274 2.483643 1.385250
 27.000000 0.745273 2.423409 1.297667
 28.000000 0.674938 2.486591 1.336390
 29.000000 0.735683 2.352195 1.338793
 30.000000 0.794287 2.510121 1.219244
 31.000000 0.786312 2.451894 1.224835
 32.000000 0.796403 2.368118 1.242245
 33.000000 0.760786 2.374313 1.044227
 34.000000 0.775907 2.411646 1.265799
 35.000000 0.776052 2.438895 1.170456
 36.000000 0.786785 2.435826 1.283843
 37.000000 0.801388 2.410161 1.238203
 38.000000 0.762862 2.373162 1.182635
 39.000000 0.803465 2.326940 1.073575
 40.000000 0.787155 2.416573 1.131862
 41.000000 0.805325 2.452633 1.112915
 42.000000 0.775702 2.353086 1.111812
 43.000000 0.776764 2.389911 1.111985
 44.000000 0.781401 2.267518 1.031361
 45.000000 0.729021 2.286578 1.093978
 46.000000 0.775114 2.364505 1.029668
 47.000000 0.757667 2.316309 1.191043
 48.000000 0.722965 2.400535 1.260706
 49.000000 0.735156 2.394692 1.167312
 50.000000 0.687351 2.322316 1.129452
 51.000000 0.637009 2.348350 1.180663
 52.000000 0.638066 2.319432 1.074349
 53.000000 0.638847 2.336080 1.100540
 54.000000 0.665627 2.335115 1.107034
 55.000000 0.666798 2.401544 1.114039
 56.000000 0.697939 2.389283 1.045406
 57.000000 0.706147 2.370886 1.168052
 58.000000 0.685095 2.380403 1.044924
 59.000000 0.693863 2.371546 1.018728
 60.000000 0.719991 2.347233 1.088534
 61.000000 0.716187 2.350359 1.185201
 62.000000 0.748225 2.483994 1.243539
 63.000000 0.705230 2.432383 1.212171
 64.000000 0.748785 2.438529 1.144676
 65.000000 0.753550 2.458256 1.162591
 66.000000 0.755088 2.411238 1.086318
 67.000000 0.800470 2.419271 1.211989
 68.000000 0.766027 2.435447 1.211447
 69.000000 0.743199 2.339437 0.995093
 70.000000 0.725284 2.308776 0.943880
 71.000000 0.770809 2.372023 0.949425
 72.000000 0.813870 2.326415 0.922399
 73.000000 0.792875 2.243986 0.908716
 74.000000 0.771773 2.311057 1.005064
 75.000000 0.734975 2.369474 0.941962
 76.000000 0.718178 2.383491 0.934623
 77.000000 0.694649 2.370451 0.948247
 78.000000 0.716180 2.344458 0.913116
 79.000000 0.731401 2.344219 0.972361
 80.000000 0.743949 2.371944 1.020357
 81.000000 0.723306 2.256898 0.998175
 82.000000 0.736474 2.221516 0.984782
 83.000000 0.717460 2.306293 1.039636
 84.000000 0.766356 2.360111 0.953025
 85.000000 0.739744 2.401003 1.032193
 86.000000 0.806994 2.452557 0.953351
 87.000000 0.787964 2.386433 1.035001
 88.000000 0.801131 2.417727 1.075906
 89.000000 0.776698 2.399337 1.110878
 90.000000 0.771133 2.434842 1.028930
 91.000000 0.761054 2.415181 0.993903
 92.000000 0.730372 2.442041 1.004123
 93.000000 0.751739 2.377027 0.936910
 94.000000 0.740989 2.452581 0.963913
 95.000000 0.697677 2.486200 0.981019
 96.000000 0.707535 2.526215 1.011880
 97.000000 0.739055 2.528402 1.068368
 98.000000 0.721252 2.494105 1.025280
 99.000000 0.716048 2.481961 1.029902
 100.000000 0.751713 2.571534 1.022377
 101.000000 0.709426 2.432639 1.088312
 102.000000 0.727151 2.526711 1.223996
 103.000000 0.731113 2.533736 1.220302
 104.000000 0.693237 2.475946 1.124238
 105.000000 0.652075 2.393790 1.251006
 106.000000 0.656161 2.394184 1.133886
 107.000000 0.637028 2.432696 1.127980
 108.000000 0.614298 2.392251 1.208726
 109.000000 0.659631 2.391101 1.295930
 110.000000 0.685663 2.446432 1.322931
 111.000000 0.651482 2.478430 1.305188
 112.000000 0.691674 2.456948 1.277116
 113.000000 0.636801 2.341790 1.276387
 114.000000 0.656060 2.294248 1.159085
 115.000000 0.682445 2.318481 1.283970
