#! FIELDS time rho theta phi
#! SET min_theta 0.
#! SET max_theta pi
#! SET min_phi -pi
#! SET max_phi pi
 0.000000 0.296388 2.290346 0.762664
 1.000000 0.284846 2.345863 0.864907
 2.000000 0.273497 2.238643 0.615452
 3.000000 0.287369 2.214177 0.631380
 4.000000 0.302185 2.399769 0.700828
 5.000000 0.309063 2.353000 0.725482
 6.000000 0.289074 2.318605 0.631048
 7.000000 0.324052 2.372613 0.760254
 8.000000 0.304915 2.335269 0.649809
 9.000000 0.302960 2.352885 0.614608
 10.000000 0.321049 2.426513 0.551006
 11.000000 0.310300 2.185601 0.674152
 12.000000 0.327181 2.259329 0.645309
 13.000000 0.321951 2.227746 0.665134
 14.000000 0.329655 2.297033 0.769624
 15.000000 0.324046 2.320289 0.690174
 16.000000 0.313965 2.287399 0.575617
 17.000000 0.319932 2.276156 0.646051
 18.000000 0.324614 2.320777 0.545574
 19.000000 0.305442 2.275225 0.608816
 20.000000 0.331703 2.173103 0.565278
 21.000000 0.327454 2.274854 0.593520
 22.000000 0.314577 2.303231 0.759308
 23.000000 0.289443 2.247313 0.803935
 24.000000 0.308963 2.282335 0.762516
 25.000000 0.306852 2.221560 0.658127
 26.000000 0.319273 2.289784 0.756708
 27.000000 0.336133 2.275854 0.733010
 28.000000 0.364742 2.210315 0.669496
 29.000000 0.369425 2.325632 0.752069
 30.000000 0.305816 2.355963 0.751718
 31.000000 0.299460 2.264614 0.742579
 32.000000 0.318110 2.454469 0.766091
 33.000000 0.304469 2.401936 0.726036
 34.000000 0.319464 2.398855 0.713723
 35.000000 0.311269 2.519218 0.776238
 36.000000 0.333853 2.506273 0.789995
 37.000000 0.343692 2.382559 0.715393
 38.000000 0.321487 2.447459 0.914912
 39.000000 0.303245 2.400962 0.716694
 40.000000 0.319339 2.352085 0.741010
 41.000000 0.323430 2.396661 0.807994
 42.000000 0.316874 2.394175 0.757734
 43.000000 0.311851 2.400721 0.781412
 44.000000 0.297174 2.430618 0.885619
 45.000000 0.316458 2.365388 0.783990
 46.000000 0.308930 2.356957 0.800291
 47.000000 0.292757 2.439409 0.739028
 48.000000 0.307138 2.400492 0.786126
 49.000000 0.322533 2.402536 0.807127
 50.000000 0.312854 2.344312 0.816567
 51.000000 0.309220 2.411192 0.855311
 52.000000 0.335725 2.471170 0.789045
 53.000000 0.311877 2.410475 0.745607
 54.000000 0.327037 2.519618 0.989385
 55.000000 0.324453 2.360590 0.798588
 56.000000 0.321466 2.398968 0.769662
 57.000000 0.333758 2.339980 0.758152
 58.000000 0.335002 2.375257 0.685861
 59.000000 0.300829 2.409844 0.663327
 60.000000 0.328184 2.439803 0.754014
 61.000000 0.310730 2.453462 0.660252
 62.000000 0.307132 2.389188 0.699492
 63.000000 0.311823 2.299630 0.591245
 64.000000 0.306825 2.323625 0.645162
 65.000000 0.279692 2.372400 0.712117
 66.000000 0.310789 2.396984 0.723337
 67.000000 0.315919 2.326751 0.796270
 68.000000 0.318059 2.385462 0.890542
 69.000000 0.312499 2.262482 0.861380
 70.000000 0.313526 2.312532 0.778654
 71.000000 0.314594 2.319079 0.788441
 72.000000 0.328012 2.320659 0.986637
 73.000000 0.329868 2.288860 0.777352
 74.000000 0.324568 2.251722 0.726003
 75.000000 0.335206 2.324399 0.760062
 76.000000 0.314999 2.441237 0.743780
 77.000000 0.320648 2.360949 0.773246
 78.000000 0.341396 2.342888 0.816092
 79.000000 0.335535 2.268841 0.795863
 80.000000 0.346099 2.412806 0.726717
 81.000000 0.353785 2.287689 0.740964
 82.000000 0.339977 2.455636 0.683218
 83.000000 0.317696 2.365216 0.770700
 84.000000 0.343136 2.335036 0.739216
 85.000000 0.322060 2.336731 0.715815
 86.000000 0.320169 2.341971 0.756249
 87.000000 0.316079 2.447024 0.685705
 88.000000 0.323702 2.367907 0.735707
 89.000000 0.335906 2.321960 0.730684
 90.000000 0.317694 2.245402 0.706685
 91.000000 0.333910 2.241795 0.639696
 92.000000 0.310379 2.192274 0.701645
 93.000000 0.317998 2.270760 0.690292
 94.000000 0.332186 2.261258 0.812700
 95.000000 0.318645 2.218092 0.778126
 96.000000 0.324671 2.236627 0.768877
 97.000000 0.309802 2.243474 0.679936
 98.000000 0.306802 2.118940 0.655858
 99.000000 0.290545 2.302070 0.675349
 100.000000 0.332198 2.328915 0.745753
 101.000000 0.322915 2.290276 0.683802
 102.000000 0.353195 2.262321 0.654704
 103.000000 0.361083 2.312630 0.734301
 104.000000 0.322431 2.392663 0.904589
 105.000000 0.304723 2.293746 0.592637
 106.000000 0.322223 2.377975 0.694943
 107.000000 0.336033 2.381107 0.839951
 108.000000 0.304649 2.309644 0.724901
 109.000000 0.300520 2.317831 0.761883
 110.000000 0.299303 2.138685 0.607316
 111.000000 0.308606 2.206952 0.595063
 112.000000 0.310242 2.261213 0.633312
 113.000000 0.331777 2.182397 0.637766
 114.000000 0.331064 2.192285 0.671175
 115.000000 0.323358 2.180661 0.683992
 116.000000 0.318386 2.290126 0.629653
 117.000000 0.310436 2.307253 0.604960
 118.000000 0.342160 2.288634 0.614386
 119.000000 0.324840 2.335568 0.573618
 120.000000 0.319842 2.241832 0.602413
 121.000000 0.311536 2.231140 0.657452
 122.000000 0.311242 2.279644 0.597592
 123.000000 0.278916 2.272276 0.648100
 124.000000 0.302542 2.109763 0.620877
 125.000000 0.310739 2.159365 0.687398
 126.000000 0.304717 2.266923 0.697046
 127.000000 0.310538 2.312988 0.762340
 128.000000 0.304249 2.271686 0.669529
 129.000000 0.313715 2.213779 0.678966
 130.000000 0.284271 2.302908 0.808784
 131.000000 0.323300 2.265139 0.711430
 132.000000 0.346521 2.310659 0.764307
 133.000000 0.357013 2.189780 0.733884
 134.000000 0.305447 2.084040 0.729025
 135.000000 0.359508 2.260023 0.641203
 136.000000 0.361835 2.287752 0.800050
 137.000000 0.357337 2.222125 0.735275
 138.000000 0.347271 2.252764 0.787881
 139.000000 0.340106 2.363824 0.812568
 140.000000 0.343873 2.305129 0.731868
 141.000000 0.334488 2.278671 0.577135
 142.000000 0.343763 2.284413 0.689995
 143.000000 0.319257 2.299456 0.725118
 144.000000 0.333065 2.298084 0.813368
 145.000000 0.365893 2.378257 0.877583
 146.000000 0.318105 2.293658 0.714229
 147.000000 0.331000 2.236609 0.622155
 148.000000 0.324022 2.250073 0.671185
 149.000000 0.324666 2.225327 0.702491
 150.000000 0.349106 2.176627 0.793205
 151.000000 0.305057 2.173823 0.652147
 152.000000 0.308697 2.252096 0.828065
 153.000000 0.300966 2.176933 0.634014
 154.000000 0.326129 2.320900 0.741878
 155.000000 0.331373 2.255561 0.807911
 156.000000 0.312369 2.182460 0.669823
 157.000000 0.323852 2.231870 0.749004
 158.000000 0.328415 2.216060 0.748080
 159.000000 0.296830 2.251172 0.742984
 160.000000 0.323716 2.222492 0.685143
 161.000000 0.345179 2.295401 0.799644
 162.000000 0.328441 2.275315 0.802432
 163.000000 0.304305 2.194592 0.761578
 164.000000 0.313017 2.210066 0.799379
 165.000000 0.278441 2.307159 0.741569
 166.000000 0.330188 2.293050 0.823223
 167.000000 0.318236 2.279916 0.899944
 168.000000 0.305301 2.265898 0.799465
 169.000000 0.316044 2.256529 0.830216
 170.000000 0.322246 2.270075 0.882426
 171.000000 0.322441 2.341189 0.854593
 172.000000 0.313855 2.123662 0.876817
 173.000000 0.364977 2.122707 0.809177
 174.000000 0.346726 2.235348 0.862002
 175.000000 0.328189 2.190888 0.844791
 176.000000 0.348608 2.162823 0.848700
 177.000000 0.335734 2.248397 0.885133
 178.000000 0.314061 2.228425 0.813043
 179.000000 0.336008 2.262468 0.855449
 180.000000 0.326095 2.161645 0.901417
 181.000000 0.319066 2.187205 0.904088
 182.000000 0.337183 2.300201 0.836186
 183.000000 0.323436 2.213858 0.933744
 184.000000 0.339773 2.160626 0.903877
 185.000000 0.326114 2.187668 0.826559
 186.000000 0.339544 2.177779 0.934791
 187.000000 0.305425 2.283108 0.808644
 188.000000 0.323732 2.246995 0.875998
 189.000000 0.328611 2.177990 0.861237
 190.000000 0.300639 2.169012 0.774715
 191.000000 0.324812 2.208452 0.746999
 192.000000 0.307079 2.177455 0.705131
 193.000000 0.337790 2.181787 0.797243
 194.000000 0.331308 2.275267 0.870697
 195.000000 0.337384 2.229134 0.816662
 196.000000 0.314989 2.303990 0.819294
 197.000000 0.353866 2.251689 0.840000
 198.000000 0.319570 2.241868 0.840056
 199.000000 0.326368 2.206681 0.829556
 200.000000 0.325515 2.179700 0.809934
 201.000000 0.308062 2.299498 0.839837
 202.000000 0.338520 2.071803 0.760066
 203.000000 0.321319 2.249220 0.819043
 204.000000 0.316363 2.265748 0.741853
 205.000000 0.321366 2.195116 0.857132
 206.000000 0.336843 2.187770 0.727240
 207.000000 0.303038 2.161047 0.876239
 208.000000 0.297908 2.147571 0.840440
 209.000000 0.299530 2.280764 0.739686
 210.000000 0.318849 2.167350 0.748905
 211.000000 0.315900 2.175032 0.903614
 212.000000 0.302632 2.184018 0.793491
 213.000000 0.316687 2.225618 0.769478
 214.000000 0.317939 2.129917 0.865688
 215.000000 0.332763 2.167184 0.826671
 216.000000 0.335174 2.170544 0.841063
 217.000000 0.318090 2.160354 0.838095
 218.000000 0.316762 2.179187 0.836088
 219.000000 0.314106 2.019614 0.763525
 220.000000 0.312549 2.110503 0.881964
 221.000000 0.311781 1.985619 0.751091
 222.000000 0.307179 2.158761 0.855888
 223.000000 0.310327 2.097374 0.822888
 224.000000 0.343407 1.973725 0.896185
 225.000000 0.339998 1.991728 0.683579
 226.000000 0.323402 2.066369 0.746822
 227.000000 0.303550 2.063322 0.726866
 228.000000 0.311379 2.015996 0.660458
 229.000000 0.323318 1.994088 0.866802
 230.000000 0.315515 2.052966 0.687718
 231.000000 0.312305 1.930737 0.761821
 232.000000 0.310271 2.057250 0.778874
 233.000000 0.305749 2.086949 0.708789
 234.000000 0.308333 2.072041 0.773785
 235.000000 0.278735 1.963729 0.623932
 236.000000 0.301219 1.938324 0.644906
 237.000000 0.300772 1.961719 0.714700
 238.000000 0.298988 1.999148 0.744698
 239.000000 0.315728 2.082116 0.762472
 240.000000 0.295189 1.962340 0.805760
 241.000000 0.299452 2.067422 0.793758
 242.000000 0.309819 2.000411 0.726371
 243.000000 0.280000 2.127741 0.780910
 244.000000 0.306281 2.080527 0.710252
 245.000000 0.295119 2.039604 0.753891
 246.000000 0.289722 2.110819 0.791964
 247.000000 0.338080 2.098448 0.779666
 248.000000 0.296944 2.077101 0.849652
 249.000000 0.309660 2.031991 0.797048
 250.000000 0.316201 2.016187 0.766172
 251.000000 0.294301 1.948712 0.812750
 252.000000 0.306601 2.012105 0.796876
 253.000000 0.301412 2.007179 0.806274
 254.000000 0.291714 2.011650 0.757586
 255.000000 0.308840 2.060009 0.913582
 256.000000 0.302427 2.091487 0.819715
#! FIELDS time rho theta phi
#! SET min_theta 0.
#! SET max_theta pi
#! SET min_phi -pi
#! SET max_phi pi
 256.000000 0.302426 2.091490 0.819700
 257.000000 0.294647 2.004792 0.754093
 258.000000 0.315620 2.196934 0.859142
 259.000000 0.310580 2.255086 0.750643
 260.000000 0.328747 2.169768 0.752142
 261.000000 0.329970 2.165792 0.671574
 262.000000 0.331978 2.240878 0.777688
 263.000000 0.307306 2.171864 0.785428
 264.000000 0.323862 2.173354 1.005910
 265.000000 0.311544 2.077036 0.937233
 266.000000 0.283174 2.152944 0.759286
 267.000000 0.333240 2.147660 0.862912
 268.000000 0.304895 2.278756 0.829124
 269.000000 0.307898 2.215833 0.847249
 270.000000 0.311517 2.259558 0.984397
 271.000000 0.318358 2.197407 1.047052
 272.000000 0.286219 2.210934 0.910781
 273.000000 0.270169 2.163091 0.934009
 274.000000 0.276607 2.054529 0.822113
 275.000000 0.301503 2.241100 0.999528
 276.000000 0.309585 2.220656 0.929645
 277.000000 0.327314 2.234364 0.972662
 278.000000 0.325812 2.219457 0.994871
 279.000000 0.329992 2.241722 0.964189
 280.000000 0.316334 2.037995 0.769732
 281.000000 0.295774 2.153304 0.902520
 282.000000 0.311800 2.169899 0.923370
 283.000000 0.289792 2.071794 0.812936
 284.000000 0.300398 2.118851 0.789810
 285.000000 0.292818 2.067708 0.720603
 286.000000 0.281833 2.119395 0.761819
 287.000000 0.281691 2.086513 0.886298
 288.000000 0.324080 2.116451 0.936206
 289.000000 0.330972 2.091874 0.800069
 290.000000 0.280861 1.969190 0.778401
 291.000000 0.285808 1.889238 0.842240
 292.000000 0.289379 1.953100 0.792091
 293.000000 0.287575 2.026373 0.852505
 294.000000 0.292879 2.115215 0.958697
 295.000000 0.297627 2.024785 0.937564
 296.000000 0.312071 2.051236 0.856690
 297.000000 0.299905 2.014622 0.899204
 298.000000 0.345859 2.018132 0.889975
 299.000000 0.283146 1.974921 0.853459
 300.000000 0.305262 2.181307 0.983049
 301.000000 0.288310 1.968794 0.799595
 302.000000 0.313571 1.992525 0.878996
 303.000000 0.313054 1.995146 0.812299
 304.000000 0.312765 2.048903 0.881431
 305.000000 0.344606 2.038361 0.768835
 306.000000 0.310355 2.159134 0.933814
 307.000000 0.305685 2.058619 0.923770
 308.000000 0.317500 2.044853 0.973655
 309.000000 0.314438 2.112029 1.008462
 310.000000 0.354687 2.105684 1.002221
 311.000000 0.357896 2.175564 1.066336
 312.000000 0.294825 2.181618 0.961437
 313.000000 0.281185 2.053613 0.971305
 314.000000 0.300945 2.161788 1.078544
 315.000000 0.330000 2.190389 1.097593
 316.000000 0.316115 2.069645 1.038554
 317.000000 0.317478 2.156281 0.969481
 318.000000 0.348075 2.128901 1.039826
 319.000000 0.319222 2.138243 1.118315
 320.000000 0.319537 2.201810 1.102998
 321.000000 0.324411 2.166063 1.206883
 322.000000 0.327105 2.141366 0.968837
 323.000000 0.300384 2.252098 1.175212
 324.000000 0.313031 2.219528 1.058283
 325.000000 0.306122 2.019727 0.950576
 326.000000 0.312605 2.101483 0.932163
 327.000000 0.370773 2.099280 0.933381
 328.000000 0.363264 2.236461 1.018652
 329.000000 0.330592 2.129120 0.906713
 330.000000 0.353490 2.243634 0.948121
 331.000000 0.335317 2.224500 1.008257
 332.000000 0.346140 2.173339 0.958747
 333.000000 0.327314 2.198407 0.928438
 334.000000 0.351981 2.211571 1.057626
 335.000000 0.329927 2.164339 0.923638
 336.000000 0.348931 2.136735 0.958169
 337.000000 0.350127 2.224593 1.029183
 338.000000 0.343805 2.099609 1.036655
 339.000000 0.333338 2.193211 1.059969
 340.000000 0.337250 2.181613 1.101672
 341.000000 0.302904 2.102642 1.037284
 342.000000 0.349360 2.182268 1.134629
 343.000000 0.314768 2.110757 1.250232
 344.000000 0.319537 2.199555 1.229853
 345.000000 0.329129 2.228498 1.234551
 346.000000 0.321061 2.189030 1.222903
 347.000000 0.322939 2.207658 1.316988
 348.000000 0.313152 2.253502 1.148615
 349.000000 0.335904 2.231659 1.276641
 350.000000 0.307527 2.222884 1.166659
 351.000000 0.299554 2.220966 1.125354
 352.000000 0.317198 2.151033 1.191415
 353.000000 0.293726 2.179515 1.210383
 354.000000 0.330323 2.181527 1.248028
 355.000000 0.327391 2.185655 1.203538
 356.000000 0.327103 2.319040 1.296236
 357.000000 0.338061 2.195430 1.150665
 358.000000 0.344948 2.177504 1.238943
 359.000000 0.314852 2.120338 1.034909
 360.000000 0.326508 2.139665 1.113561
 361.000000 0.318127 2.054735 0.990826
 362.000000 0.327759 2.287390 1.130570
 363.000000 0.315289 2.183359 1.135690
 364.000000 0.309689 2.164779 1.109568
 365.000000 0.297245 2.274246 1.168575
 366.000000 0.304939 2.156770 1.119245
 367.000000 0.321927 2.243202 1.189509
 368.000000 0.290949 2.210383 1.086067
 369.000000 0.336693 2.152917 1.196392
 370.000000 0.334608 2.210186 1.114898
 371.000000 0.347194 2.266430 1.196759
 372.000000 0.326332 2.241822 1.040980
 373.000000 0.315379 2.246211 1.132642
 374.000000 0.328180 2.189247 1.142051
 375.000000 0.324929 2.182268 1.085329
 376.000000 0.289337 2.162905 1.216569
 377.000000 0.292939 2.197541 1.098729
 378.000000 0.303171 2.145883 1.099738
 379.000000 0.297269 2.029032 0.984031
 380.000000 0.290443 2.048198 1.266354
 381.000000 0.307569 2.129951 1.009745
 382.000000 0.319473 2.193137 1.097695
 383.000000 0.357650 2.180260 1.046235
 384.000000 0.304826 2.119796 1.010266
 385.000000 0.300950 2.212371 1.004196
 386.000000 0.315751 2.211808 0.922885
 387.000000 0.343209 2.282995 0.999839
 388.000000 0.350125 2.211845 1.051432
 389.000000 0.316758 2.229234 1.032331
 390.000000 0.325337 2.161010 1.126104
 391.000000 0.325017 2.128683 1.051363
 392.000000 0.334260 2.255931 1.143255
 393.000000 0.320851 2.312910 1.306333
 394.000000 0.299905 2.299191 1.165208
 395.000000 0.313602 2.277289 1.085939
 396.000000 0.312481 2.170892 1.039042
 397.000000 0.315195 2.317158 1.205564
 398.000000 0.316237 2.304366 1.154433
 399.000000 0.312902 2.203168 0.973930
 400.000000 0.310197 2.242122 1.044030
 401.000000 0.329800 2.292711 1.121429
 402.000000 0.352210 2.294331 1.037958
 403.000000 0.358760 2.291034 1.095491
 404.000000 0.358691 2.317933 0.934153
 405.000000 0.341832 2.329784 0.963495
 406.000000 0.349096 2.263008 1.007960
 407.000000 0.327193 2.223588 0.914224
 408.000000 0.323426 2.282309 0.989997
