#! FIELDS Ox_rho file.free der_Ox_rho
#! SET min_Ox_rho -0.0245818
#! SET max_Ox_rho 4.53268
#! SET nbins_Ox_rho  1843
#! SET periodic_Ox_rho false
   -0.024581800  291.848337505   -0.049443767
   -0.022107717  291.716462773 -169.008780647
   -0.019633633  290.822025709 -610.196360172
   -0.017159550  288.273529090 -1570.457016277
   -0.014685466  282.277508228 -3469.310957162
   -0.012211383  270.027005109 -6664.076049611
   -0.009737299  248.238812932 -11118.368538252
   -0.007263216  214.616971451 -16015.528343239
   -0.004789132  169.951412575 -19741.630868320
   -0.002315049  119.336106142 -20585.325365699
    0.000159035   71.159382092 -17777.088667802
    0.002633118   33.673163147 -12234.436450468
    0.005107202   11.060388668 -6160.641887860
    0.007581285    1.822813661 -1700.475122150
    0.010055369    0.554380689  275.317675637
    0.012529452    1.621238624  379.333599233
    0.015003536    1.934301278 -140.520339186
    0.017477619    1.169797924 -402.542088034
    0.019951703    0.287915825 -258.105165197
    0.022425786    0.000000000   19.958270043
    0.024899870    0.265557568  163.570093609
    0.027373953    0.585847189   61.583001392
    0.029848037    0.636703377  -11.356069892
    0.032322120    0.585242358  -24.068007435
    0.034796204    0.554350959    3.289195535
    0.037270287    0.603319858   33.239751078
    0.039744371    0.698829796   42.827274786
    0.042218454    0.799572569   45.681834449
    0.044692538    0.932519918   64.526221342
    0.047166621    1.118751976   86.768059425
    0.049640705    1.366154651  113.330088614
    0.052114788    1.681225722  137.549007385
    0.054588872    2.049814304  159.199888875
    0.057062955    2.470512934  180.940800048
    0.059537039    2.938247430  198.639265709
    0.062011122    3.476463035  241.741521397
    0.064485206    4.154735790  305.844502074
    0.066959289    5.026909984  400.828122811
    0.069433373    6.132787110  492.485375848
    0.071907456    7.424598318  541.876006810
    0.074381540    8.745300677  515.881608161
    0.076855623    9.919758230  425.199506399
    0.079329707   10.819004823  298.973266498
    0.081803790   11.413022438  180.928022946
    0.084277874   11.732515721   82.183400919
    0.086751957   11.838689230   11.177270545
    0.089226041   11.818800941  -14.570351013
    0.091700124   11.806164931   16.556491298
    0.094174208   11.937049017   95.233042131
    0.096648291   12.280632349  183.504123123
    0.099122375   12.818122410  248.446258916
    0.101596458   13.471256664  272.593941715
    0.104070542   14.143753828  266.588696215
    0.106544625   14.777422552  243.176594030
    0.109018709   15.326939134  199.041319956
    0.111492792   15.753836247  143.650956672
    0.113966876   16.024953406   78.326978569
    0.116440959   16.165866604   44.999251059
    0.118915043   16.282709010   58.716512265
    0.121389126   16.486293620  107.484054237
    0.123863210   16.815395768  158.218588096
    0.126337293   17.243404881  181.910487450
    0.128811377   17.705376520  191.992917130
    0.131285460   18.192489850  203.448491317
    0.133759544   18.716497086  222.247459768
    0.136233627   19.287779441  239.290309540
    0.138707711   19.885200993  243.967160587
    0.141181794   20.483443771  237.436005429
    0.143655878   21.058085458  230.466322033
    0.146129961   21.617798661  219.590648398
    0.148604045   22.145568562  206.465791759
    0.151078128   22.626203218  183.538814655
    0.153552212   23.066356154  172.000095935
    0.156026295   23.493182059  175.455277976
    0.158500379   23.953500015  196.822580255
    0.160974462   24.457268948  203.909821873
    0.163448546   24.940632804  184.358658497
    0.165922629   25.354842036  152.514887658
    0.168396713   25.691934071  124.742342405
    0.170870796   25.995729209  122.773822105
    0.173344880   26.317600978  136.789608907
    0.175818963   26.658347450  131.433594703
    0.178293047   26.951969487  104.498058130
    0.180767130   27.171483264   74.477199811
    0.183241214   27.341886300   71.079941819
    0.185715297   27.540362282   91.032534534
    0.188189381   27.785576623  102.182464626
    0.190663464   28.021835894   83.687470022
    0.193137548   28.193114973   52.907076806
    0.195611631   28.289177143   28.296989500
    0.198085715   28.380014736   46.241310417
    0.200559798   28.524465212   73.111071381
    0.203033882   28.727135402   83.956208214
    0.205507965   28.908161339   59.896385997
    0.207982049   29.004753124   21.020052069
    0.210456132   29.022401719   -4.539659659
    0.212930216   29.027423564   13.178266893
    0.215404299   29.092264686   41.291293668
    0.217878383   29.207025382   46.780381833
    0.220352466   29.303807630   25.911492649
    0.222826550   29.314427701  -22.999492494
    0.225300633   29.193499388  -75.578393046
    0.227774717   28.970978384 -102.174140797
    0.230248800   28.728846635  -90.595207412
    0.232722884   28.533758745  -64.383647604
    0.235196967   28.400842565  -47.364046885
    0.237671051   28.291747106  -40.897660223
    0.240145134   28.185954024  -42.561756036
    0.242619218   28.096371778  -32.619517330
    0.245093301   28.040945440  -12.313173177
    0.247567385   28.044188415    9.523597840
    0.250041468   28.078535828   18.203579879
    0.252515552   28.137210439   29.287869867
    0.254989635   28.230667863   50.887085957
    0.257463719   28.385893778   77.474753732
    0.259937802   28.597413838   88.228509945
    0.262411886   28.823191149   87.742881213
    0.264885969   29.027436345   80.532291392
    0.267360053   29.238762376   95.490375089
    0.269834136   29.519136737  132.823617927
    0.272308220   29.887878419  159.336361596
    0.274782303   30.274668592  146.744265206
    0.277256387   30.595533873  103.172099282
    0.279730470   30.816696509   73.482406980
    0.282204554   30.991802559   72.279212614
    0.284678637   31.201980491  101.465603637
    0.287152721   31.498462235  136.127411177
    0.289626804   31.838503950  132.149202006
    0.292100888   32.138872763  105.894098577
    0.294574971   32.358018028   74.405139543
    0.297049055   32.540123566   75.877778298
    0.299523138   32.746830365   94.074190032
    0.301997221   33.024576611  127.371425488
    0.304471305   33.368207442  146.202014008
    0.306945388   33.716445658  134.146154562
    0.309419472   34.012818037  107.591245638
    0.311893555   34.259908297   95.409554763
    0.314367639   34.503387429  108.678865129
    0.316841722   34.801095695  132.832505609
